node,mean_infected_time
1959,147.61
2007,25.16
603,611.64
812,75.31
817,263.47
1198,124.3
1199,5.37
12,1525.99
1230,170.89
13,784.06
1340,151.49
1350,110.51
1352,158.26
1409,150.39
1457,894.22
1525,254.13
1527,103.98
1529,584.24
1532,58.22
1541,341.56
1551,563.02
1575,640.72
1578,507.18
1582,547.71
1584,388.53
1587,40.75
1588,362.58
1589,373.46
1590,82.93
1591,392.81
1592,369.05
17,290.28
18,675.12
218,2674.04
257,570.19
258,1138.78
260,1896.27
268,1838.28
45,2298.0
54,1878.48
616,916.22
618,640.07
619,639.92
621,1184.83
622,877.08
814,610.21
927,440.34
1200,101.62
1201,120.0
1202,27.93
1203,73.98
1204,110.32
1206,4.82
590,577.56
1207,16.97
1208,41.69
1211,5.89
1209,156.87
1214,17.37
1210,41.98
2867,5.37
240,810.59
2463,490.57
1280,480.27
1284,488.92
2449,518.01
2456,140.41
2461,151.86
2464,398.48
2475,171.27
2476,407.41
2477,182.89
2479,394.71
2619,5.02
2623,86.3
2624,5.3
2625,5.09
2626,5.63
2627,5.27
2628,5.28
329,810.65
771,785.82
236,82.3
1217,6.04
1219,81.97
1220,94.57
763,350.15
1218,5.09
1221,6.01
1222,4.7
1223,5.51
304,573.7
141,5.97
153,30.3
154,5.05
163,21.12
165,6.13
211,42.15
212,7.75
272,74.05
73,159.79
1333,5.95
1334,5.98
1335,6.11
1336,5.56
1225,32.73
1226,127.63
1227,16.74
1228,152.97
1229,402.03
1231,52.88
1236,43.83
1237,39.03
1238,68.82
1239,464.77
1240,74.97
1241,69.28
1243,47.21
1244,9.87
1245,40.31
1250,117.91
1251,125.96
1261,37.34
1262,68.78
1263,72.32
1264,4.66
1269,17.88
1270,71.63
1232,52.07
1234,5.19
1277,89.93
1278,4.95
1279,53.47
284,187.16
1233,122.65
1235,63.28
1265,45.62
1253,103.96
1255,748.82
1242,44.79
1246,5.55
1247,4.75
1248,6.72
1249,34.69
1276,6.37
1282,679.67
2450,275.23
2451,111.92
2455,65.76
261,347.19
263,286.53
264,232.12
2427,15.33
2655,5.22
1257,5.48
1258,5.42
1259,5.15
166,125.74
175,484.22
187,70.77
194,19.46
232,862.43
55,2246.05
56,2477.73
1260,60.71
1266,5.9
1267,81.48
1273,764.46
1268,48.81
1271,15.84
1272,82.28
2472,176.13
2552,63.17
1274,61.8
1275,54.69
289,1596.99
300,253.21
405,2047.29
1283,488.82
2460,91.9
2462,87.61
2465,7.96
332,176.57
2523,33.26
177,73.38
2916,4.56
327,581.01
1286,5.94
1287,6.24
1288,8.09
1289,5.32
1290,4.77
1291,5.3
1292,4.41
2868,4.66
1300,39.53
1301,47.64
1302,84.75
1303,71.69
1304,30.02
1306,6.39
1307,30.13
1308,49.01
1309,5.17
2869,4.29
1739,5.59
1773,4.99
1792,5.06
1793,5.39
1794,25.6
1795,4.42
1796,4.63
1797,5.68
1798,5.71
1799,5.43
1809,5.42
1836,10.51
1297,40.53
1864,92.0
1884,5.17
1298,154.43
1299,177.24
1915,156.09
1914,180.9
1408,221.7
1546,532.47
1547,244.83
16,635.77
1644,106.11
1648,11.06
1649,51.84
1650,32.85
1651,9.73
1652,35.85
1653,47.13
1654,5.01
1655,5.07
1656,36.45
1657,22.41
1658,88.63
1659,117.54
1660,60.91
1661,36.97
1662,5.65
1663,20.5
1664,104.4
1665,18.65
1666,39.6
1667,50.3
1668,39.13
1669,60.44
1670,17.14
1671,53.96
1672,23.84
1673,5.34
1674,55.38
1675,21.2
1676,5.29
1677,58.12
1678,4.9
1679,80.94
1680,337.04
1681,73.38
1682,5.8
1683,53.47
813,1019.17
934,705.42
1305,127.42
1310,59.3
1311,51.39
1312,37.97
1313,23.27
1314,12.23
1315,17.11
1316,34.8
1317,40.36
1318,31.9
1319,25.43
226,196.95
315,499.04
431,1442.25
79,180.69
1320,7.97
1321,49.5
1322,4.91
1323,4.2
1324,6.11
305,37.85
1325,16.27
1326,5.01
1327,5.72
1328,47.72
1329,12.62
1331,40.61
2437,522.77
2473,464.27
2474,513.49
2478,235.62
2480,5.34
2481,4.23
1330,45.86
1332,4.99
2806,5.4
2822,3.92
1337,5.66
1338,78.82
1339,5.59
1341,46.44
1342,4.62
1343,5.26
1344,306.71
2487,87.7
2488,212.55
2489,15.16
2490,109.18
2491,167.33
2492,146.78
2493,104.17
2494,110.08
2495,313.1
1359,6.12
1360,33.76
1361,6.11
1362,4.77
1363,5.94
1364,6.98
1365,19.7
1366,5.83
1367,14.21
1368,5.89
1369,5.25
1371,6.85
1372,4.82
1373,5.6
1374,6.5
1375,6.36
1378,5.47
1379,4.66
1381,7.01
1382,19.03
1830,5.37
2795,6.19
2796,5.42
1345,4.98
1346,12.1
1347,5.06
1348,55.9
1349,98.85
1351,191.98
1353,4.7
19,31.16
1354,5.95
1356,5.87
1357,4.73
1383,5.56
1384,5.18
1385,4.85
1386,5.28
1387,4.55
1388,4.78
1389,5.33
1390,6.53
1391,21.4
1392,5.42
1393,5.38
1394,6.66
1395,5.41
2876,5.72
2879,5.77
2550,174.19
2704,24.22
321,539.68
1405,5.44
1406,59.35
1407,113.53
1526,56.92
1530,31.24
1531,4.9
1533,4.51
1536,92.5
1355,5.4
1358,5.15
2424,116.87
2433,365.98
2436,414.53
2438,425.59
2459,261.86
2496,548.55
2500,182.45
2521,74.62
2522,127.73
2524,45.3
2526,16.8
2551,46.02
2563,200.31
2564,42.88
2565,61.21
2578,20.84
2594,274.85
2598,129.22
2601,125.56
2602,38.83
2603,39.29
2611,93.58
2635,154.04
2656,47.1
2663,184.31
2685,44.18
2708,65.64
2710,105.75
2711,78.14
2712,43.68
2713,5.62
2714,23.15
2715,187.57
2716,4.89
2717,73.41
2718,48.67
2719,49.61
2720,53.02
1370,5.44
1376,6.0
1377,6.65
1380,5.01
1940,274.02
2430,356.23
2432,242.79
2434,279.42
2440,217.93
2483,214.74
2485,82.02
2497,147.55
2536,183.07
2537,176.96
2540,49.9
2542,149.38
2544,95.07
2545,56.15
2546,212.92
2556,138.99
2559,73.89
2606,186.24
2607,174.84
2613,200.73
2614,219.21
2620,89.02
2630,206.04
2632,164.38
2633,227.22
2645,64.7
2649,211.99
290,1224.73
291,2337.69
2803,5.13
2804,5.58
2880,5.0
2874,4.84
2875,5.09
2871,5.16
2873,5.76
2877,5.92
2878,4.7
1396,5.53
1397,6.59
1398,5.3
1400,5.69
1401,5.54
1402,6.07
1403,5.29
1404,4.58
1399,4.81
1410,211.79
1503,903.27
1549,454.06
1550,371.24
1552,560.33
1553,733.94
1554,445.03
1556,859.33
1561,368.44
1564,281.44
1565,442.33
1566,600.86
1567,625.28
1568,700.93
1569,507.21
1570,617.14
1571,457.02
1574,447.82
1577,174.01
1579,687.87
1580,450.89
1581,325.05
1583,170.98
1585,561.26
2078,199.72
2079,245.73
2080,561.42
2081,192.02
2082,397.52
2083,317.58
2084,4.79
2085,284.91
2086,332.94
2087,465.32
2088,192.09
406,1085.93
568,795.64
617,638.2
815,661.05
140,6.2
2197,63.87
2237,6.86
2241,21.14
2242,51.94
2243,5.33
2247,108.29
2251,61.25
2236,46.26
2250,111.42
2272,5.45
2282,4.76
2283,5.17
2285,4.36
2286,33.84
2287,33.81
2288,4.86
2289,9.6
2290,24.58
2291,5.08
1411,51.67
1412,15.95
1413,4.87
1414,5.65
1416,5.67
1418,5.5
1419,86.32
1420,34.8
1494,44.72
1522,5.5
1523,4.87
311,869.13
1548,757.68
2315,204.41
2324,430.96
2335,234.58
2360,285.25
2368,222.05
2375,56.99
2377,51.84
2378,5.22
2396,9.91
2397,22.83
2398,28.93
2399,28.81
2400,22.56
2401,30.75
2402,4.63
2403,4.43
608,501.27
1423,11.35
1424,34.19
1425,345.14
627,519.83
634,437.31
900,431.42
1456,74.62
2066,175.9
2076,4.52
2077,5.01
613,438.44
2050,139.88
2103,4.9
2104,5.02
2105,29.89
2106,5.61
2107,61.64
2108,5.03
2109,28.16
2110,4.88
2111,6.7
2112,5.06
2113,4.54
2114,36.8
2115,40.71
2116,5.07
615,691.37
1430,284.23
1473,49.23
1454,155.08
1440,48.85
1448,62.45
1459,12.51
1463,71.66
1441,63.11
1437,85.94
1438,164.71
1439,40.61
1443,20.29
1444,49.06
1445,149.16
1446,130.54
1447,81.65
252,5.44
253,5.93
333,5.14
1461,48.37
1474,5.15
1476,16.2
1479,6.6
1480,5.72
1481,28.59
1482,19.91
1486,5.12
1488,5.71
1489,4.89
1490,36.2
1491,5.4
1492,51.91
2181,102.29
2186,5.19
2187,97.0
2189,21.4
2190,40.99
2191,85.02
2204,224.64
2205,23.29
2206,101.47
2207,52.77
2208,32.84
2209,41.36
2210,72.98
2211,159.92
2212,4.46
2213,226.68
2214,4.77
2215,5.84
2216,18.23
2217,64.19
2218,40.22
2219,51.5
2220,125.17
2221,51.53
1458,43.4
2069,155.86
149,5.78
95,5.53
1500,63.54
1511,37.26
1517,6.31
1521,52.59
1493,114.73
1495,87.16
1501,432.98
1497,78.0
1512,41.92
1513,252.72
1499,310.51
1562,178.85
1563,292.55
2059,294.99
2098,229.3
2125,83.7
2143,81.08
2144,63.54
2198,25.94
2222,62.41
2227,229.41
2229,33.17
2230,79.19
2231,49.76
2232,11.57
2233,23.52
2234,12.37
150,32.42
159,5.23
185,14.59
248,5.27
249,6.32
250,5.23
251,4.38
2834,5.97
1504,186.87
2041,42.87
1573,680.53
2056,142.62
2164,6.01
2314,104.22
2316,253.57
2317,218.38
2329,92.59
2346,109.55
2350,111.3
2353,191.11
2371,123.68
2373,31.16
2380,62.29
2381,106.17
2382,61.66
2383,5.2
2384,5.82
2385,5.05
2386,73.48
2387,22.28
2388,4.43
2389,6.33
2390,5.99
2037,70.53
2040,60.39
2046,4.93
2881,6.5
1509,37.79
151,4.58
246,4.96
1514,77.52
1515,70.36
1516,5.94
1518,84.53
1520,5.49
1519,89.18
1524,85.11
1528,5.46
1645,376.68
1537,5.26
1538,5.48
1593,4.75
1599,84.2
1600,168.74
1608,5.74
1609,25.7
1539,4.61
1540,5.08
1544,26.34
1545,5.0
1543,7.76
2200,60.42
2201,59.37
2202,5.79
2203,20.45
1572,192.12
2320,63.97
2330,195.5
2332,162.66
2333,261.52
2334,138.93
2338,226.92
2339,109.01
2342,124.44
2343,371.37
2347,95.54
2348,199.87
2351,284.96
2352,135.46
2358,65.98
2359,222.55
2370,33.25
2374,55.74
2345,85.54
2391,37.19
155,5.44
2341,208.38
2367,88.09
2319,365.2
2354,132.84
2355,146.9
2356,47.36
2325,253.36
2331,334.54
2362,157.07
2369,39.59
2376,7.87
2322,135.91
2323,37.37
2340,132.55
2357,253.43
2364,157.22
2318,77.78
156,33.54
157,59.71
158,6.0
2829,5.6
1646,5.27
2057,244.52
2058,31.6
2067,20.01
2161,6.95
2162,6.42
2166,6.11
2168,27.55
2169,5.1
2170,6.39
2173,36.37
2174,26.07
2175,6.1
2176,4.73
2178,26.5
2179,6.52
2180,5.1
2226,5.51
2337,45.38
1643,85.76
2840,6.06
2841,5.43
2336,151.26
2366,43.28
2379,5.81
2392,4.97
1962,116.36
2365,118.76
2404,4.95
2405,13.79
2321,104.26
2406,8.44
2407,67.51
2410,66.28
2418,5.71
2419,4.7
2420,11.12
2421,44.41
2423,8.05
2467,33.93
2468,5.62
2504,56.63
2527,6.89
2560,6.48
2579,5.71
2580,7.79
2581,24.19
2585,26.38
2605,22.32
2608,5.18
2618,5.25
2679,6.17
2680,5.18
2681,5.59
2682,28.17
2683,5.97
2684,6.42
2724,61.61
2183,20.53
2246,25.96
2725,22.84
2730,4.44
2731,6.03
2846,5.54
1977,143.43
1634,5.31
1635,6.14
1636,4.89
1637,5.85
1638,178.07
1639,16.99
1640,5.36
1641,34.79
1642,4.63
1956,230.04
1964,121.37
1970,166.78
1971,85.58
1972,5.13
2845,4.28
1963,34.39
1973,4.87
1974,4.47
1975,76.25
1976,113.91
2238,94.83
2239,59.45
2240,31.68
2244,99.1
2245,124.58
2248,35.43
2249,4.82
2252,75.96
2253,5.39
2254,31.81
2255,17.52
2256,5.1
160,5.87
161,5.16
1604,5.61
1607,4.57
162,5.52
164,7.4
1647,5.48
202,24.73
198,6.02
199,6.2
203,6.65
205,5.34
274,5.7
275,6.68
276,4.86
277,5.25
278,4.96
279,5.91
280,6.31
281,5.79
282,4.97
283,6.25
2826,5.81
2827,5.22
2847,6.05
1684,4.61
2293,17.15
2749,4.94
2750,19.09
2751,5.76
2752,7.01
2753,21.8
172,601.38
451,1837.92
168,71.81
245,5.63
247,28.08
82,6.27
1685,5.66
1688,6.28
1690,4.84
1691,22.1
1692,4.99
1693,5.28
1694,5.35
1695,38.87
1696,5.38
1697,5.17
1699,4.94
1700,6.0
1701,6.09
1703,5.13
1704,5.67
1705,4.84
1706,7.17
1707,31.93
1708,5.51
1709,5.22
1710,6.59
1711,6.22
1712,19.32
1713,6.16
1714,46.57
1715,32.27
1718,5.12
1719,4.9
1720,6.07
1782,6.89
1804,51.31
1810,30.7
1811,7.83
1812,4.83
1813,6.42
1814,5.01
169,5.06
209,5.78
2235,5.64
2257,13.4
2258,5.11
2259,4.53
2260,6.03
2261,29.3
2262,5.32
2263,5.25
171,76.34
174,166.58
179,452.43
180,203.63
181,119.41
1781,6.55
1800,4.8
1806,80.92
1721,49.1
1722,4.4
1723,6.03
1744,5.88
1752,5.46
1753,6.39
1783,7.49
1784,6.73
1727,5.95
1729,5.55
1788,4.92
1789,5.35
1790,5.13
1730,25.33
1774,7.0
1777,6.08
1780,5.81
1734,6.45
1736,10.64
1738,5.6
1740,5.16
809,156.67
2797,6.39
1743,39.3
1750,57.98
1751,22.65
1754,14.98
1805,4.81
1802,23.7
1785,8.32
1786,4.26
1844,75.59
214,184.42
2538,221.86
2539,21.61
2541,34.62
2543,6.49
2547,157.84
2548,13.19
306,150.73
1815,5.45
1791,5.66
1816,9.84
2482,6.09
2499,38.99
2554,92.57
2562,6.34
2595,6.2
2596,110.62
2597,5.74
2599,149.8
2600,6.05
2604,5.04
2269,46.71
2273,20.85
2274,53.54
2278,41.16
2279,5.35
2281,96.28
2300,34.36
2302,5.34
2303,22.52
2304,35.61
2305,5.3
2306,4.77
2307,16.21
2308,14.5
2309,5.33
2310,5.03
2311,52.91
2312,5.13
2313,74.49
913,167.67
1807,4.61
1808,5.21
1818,5.95
1911,5.27
1913,5.24
1817,34.39
1819,84.2
1820,30.41
1822,49.91
1824,19.89
1827,39.0
1828,39.71
1832,4.91
1890,5.94
1892,5.42
1825,6.49
1826,15.3
801,4.53
1829,71.22
1831,32.2
201,73.35
255,45.77
1846,9.17
1862,4.75
1847,8.21
1848,69.01
1850,6.0
1851,33.84
1852,5.64
1854,5.98
1857,41.88
1859,26.15
1877,5.46
1883,5.08
84,6.18
1853,5.27
1855,5.68
1856,5.57
1858,46.14
1881,6.06
1882,4.68
2937,4.93
80,6.32
1860,40.64
1873,30.03
1861,5.16
1863,39.86
1865,39.8
1867,5.57
1868,4.83
1870,6.3
2906,5.15
1885,5.36
1872,5.58
1874,35.21
1886,6.5
1875,44.34
1876,93.61
1894,5.03
1895,4.71
1891,5.07
1896,5.14
1897,4.96
189,5.31
190,5.62
191,5.79
1898,6.12
1899,7.19
1900,52.1
2775,5.19
2776,6.28
2777,5.91
2778,5.94
2779,5.63
2780,7.13
2781,6.81
2782,4.77
2783,5.13
2784,4.56
2785,3.9
2786,5.7
2787,34.2
2788,6.93
2789,6.16
2790,5.63
2791,5.07
2792,4.7
2793,6.42
2794,5.06
213,5.13
1901,6.45
1902,4.63
1912,5.09
1903,17.22
1904,5.96
1905,4.89
1906,5.15
1907,28.26
1908,88.39
1909,37.16
2837,5.13
1910,5.64
1916,49.82
1921,41.98
600,308.72
1919,5.47
1917,4.84
1918,46.15
192,4.8
193,6.51
1920,39.5
1922,5.02
1923,69.2
1924,83.85
1926,97.85
234,241.69
1925,279.6
1929,7.6
1931,34.3
2830,4.83
2832,6.07
1930,5.06
1932,5.35
1933,141.81
1934,6.23
1943,5.56
1944,5.11
1946,105.0
1947,41.42
1949,5.63
1950,148.85
1954,19.67
1951,38.69
1952,98.12
1953,74.08
1981,4.63
1994,121.42
2012,5.3
2013,60.25
1961,314.16
1965,19.74
1966,4.27
1967,5.34
1968,5.22
1969,4.85
1978,130.44
1979,19.2
1980,38.73
2003,177.51
1983,21.01
2741,5.22
1985,14.08
1986,62.35
1987,256.21
1988,139.66
1989,79.99
2825,7.01
1990,98.67
1991,202.18
2023,5.34
2032,5.58
2033,31.97
1992,75.33
1993,119.09
2763,71.9
2765,25.1
1997,83.26
2771,79.87
1999,111.29
21,5.73
22,6.86
23,68.86
24,3.99
25,5.44
26,42.15
28,5.9
29,5.68
2913,4.78
3,7.76
30,5.24
31,5.16
33,11.48
5,5.67
6,5.7
7,5.68
8,6.02
9,5.99
200,51.0
2000,155.49
2001,112.88
2005,75.73
2002,117.01
2004,107.28
2006,5.26
2008,5.88
2010,122.48
2011,109.83
2014,45.94
2029,96.67
2016,73.36
2017,66.7
2018,40.65
2019,105.56
2030,5.22
2815,5.15
702,129.82
2020,115.69
2021,65.34
2022,38.44
2025,5.15
2026,50.03
2027,148.05
2028,29.74
2031,5.64
2034,78.73
2035,106.18
2036,60.22
2047,47.3
2038,4.49
2039,20.52
204,5.74
2838,5.12
2051,30.72
2053,18.66
2042,99.81
2043,228.99
2044,79.75
2045,102.02
2093,146.93
2096,5.06
2048,23.09
2049,4.4
2052,138.82
2054,42.59
2055,5.46
2884,4.97
2885,31.15
2100,5.7
2101,6.16
2102,28.96
2099,194.03
2146,108.12
2147,51.02
2148,84.43
206,91.96
207,23.96
2060,6.7
2061,56.19
2062,19.16
2063,148.29
2064,7.29
2072,6.08
2074,4.76
2065,67.72
2068,11.54
2073,5.07
2075,5.41
2071,6.13
2070,5.13
2139,5.5
2145,48.24
208,4.62
2089,6.85
2094,42.43
2090,62.83
2091,5.09
2092,6.42
2095,89.17
2097,5.69
2123,42.11
2127,96.79
2135,4.59
2732,4.95
2842,5.38
2844,5.05
2394,30.66
2798,5.51
2117,4.58
2118,28.36
2119,35.64
2120,5.44
2122,23.85
2121,5.59
2124,4.55
2126,4.3
2128,5.28
2129,4.56
2130,4.75
2131,92.93
2132,6.37
2133,91.28
2134,110.64
2136,5.5
2137,18.88
2138,5.72
2140,5.49
2141,11.3
2142,76.25
2225,33.94
2228,4.85
2149,45.9
2558,129.31
2150,96.55
2151,30.94
2152,5.12
2153,8.98
2158,10.68
2154,53.36
2155,47.62
2156,44.1
2157,19.64
2159,38.01
