node,mean_size
1114,142.935
1213,114.365
1252,86.55
1254,59.1
1256,99.53
1281,86.24
130,110.44
131,78.53
132,174.3
133,167.54
137,196.98
1576,47.6
215,130.315
238,184.815
241,188.445
2431,74.655
2447,29.64
2448,50.755
2452,64.78
2453,75.57
2454,72.345
266,133.975
324,134.15
325,112.7
326,115.955
68,162.845
773,159.47
816,113.625
1115,101.595
242,110.285
1116,31.09
1958,28.35
373,237.18
1117,9.44
1118,4.805
1119,8.125
1733,14.16
235,25.21
124,5.38
1120,6.65
369,112.97
433,81.635
1121,6.72
1122,3.785
1123,8.98
1124,43.325
1132,5.165
522,109.62
548,131.21
574,127.895
59,268.79
806,24.16
1125,9.57
1130,2.69
1126,8.255
1127,3.8
1128,6.47
1131,9.895
521,53.625
1129,11.405
114,8.2
115,40.955
116,16.875
117,3.755
118,77.175
119,42.32
120,6.95
121,5.365
122,65.165
123,34.995
125,9.145
127,42.565
128,146.245
129,47.165
136,45.65
139,3.865
57,248.145
88,1.64
90,16.47
1133,1.02
1134,5.185
1135,6.58
1136,14.835
1137,5.315
532,111.12
1138,15.215
1139,1.03
443,144.37
475,112.705
1140,9.62
1141,6.46
1142,33.96
444,173.735
445,209.985
476,101.92
477,181.055
1143,14.275
534,172.32
654,89.045
1144,16.145
1145,6.86
1146,9.89
483,162.97
1147,10.97
224,213.085
1148,14.245
478,188.12
1149,10.745
225,251.425
480,124.705
182,4.305
183,6.88
1150,16.795
607,95.84
1151,16.885
293,229.36
1152,6.43
1153,18.105
537,87.915
1154,65.49
1157,52.415
1193,28.165
1197,39.37
1957,45.485
1960,32.965
1996,29.435
556,64.815
609,56.15
611,63.48
630,86.31
633,60.435
1155,13.85
1156,9.29
1158,1.025
1995,33.915
2009,2.44
606,87.82
1159,13.2
188,2.705
1160,9.09
294,42.91
1161,6.61
1162,8.13
1163,9.52
1164,2.52
1165,6.28
1166,11.165
1167,2.405
1168,6.97
631,147.63
1169,43.77
1171,22.34
1172,22.945
1173,37.685
1293,11.51
1716,11.775
1724,12.015
1725,16.985
1726,11.955
1728,12.285
1732,11.14
1735,1.49
1737,15.02
1746,22.68
1748,12.625
1756,10.155
1757,21.595
1758,7.01
1759,15.36
1760,1.21
1761,8.095
1762,3.955
1763,3.925
1764,14.865
1765,8.25
1766,13.52
1767,8.755
1768,1.14
1769,4.23
1770,5.08
1771,1.12
1772,5.68
2939,6.645
319,85.22
599,32.585
1741,1.15
1745,3.875
1747,1.335
1778,11.095
1779,18.505
1742,10.01
1749,4.195
1775,3.745
1776,16.795
1787,1.2
1803,10.655
1801,5.46
1174,3.67
1175,1.01
1176,3.57
1177,3.875
1178,8.305
1179,8.315
167,149.225
170,62.34
184,10.265
195,22.885
196,33.74
197,1.12
298,55.005
53,269.79
74,5.45
1180,24.89
1205,16.365
551,85.995
552,168.19
553,119.45
582,64.165
1181,11.225
1182,5.31
1183,6.225
1184,10.845
1185,10.775
1186,13.44
1187,2.635
1188,9.42
1189,5.19
1191,27.24
1196,78.065
1432,23.775
1449,28.14
1450,24.76
1451,16.235
1465,4.0
1467,19.365
1468,21.21
1469,18.82
1470,1.02
1472,5.375
1478,3.635
1484,20.345
1192,49.56
1422,106.69
1955,26.815
1982,25.925
1998,42.475
2015,18.42
2024,4.185
635,15.25
1194,26.46
1984,6.505
555,123.745
1195,9.71
1415,18.91
1417,2.6
1452,6.91
1453,13.86
1460,8.055
1466,2.485
1471,5.26
1475,3.76
1477,14.0
1483,1.1
1485,3.865
1487,2.69
310,126.66
1945,17.885
1948,17.78
1959,11.175
2007,11.415
603,73.16
812,22.425
817,24.835
1198,7.46
1199,10.405
12,205.045
1230,28.235
13,145.81
1340,18.095
1350,20.405
1352,44.37
1409,22.215
1457,98.265
1525,43.06
1527,23.645
1529,82.425
1532,24.285
1541,73.375
1551,108.205
1575,94.015
1578,54.415
1582,101.34
1584,60.23
1587,10.89
1588,53.95
1589,51.425
1590,28.565
1591,60.55
1592,34.175
17,26.395
18,112.575
218,254.275
257,72.165
258,173.26
260,203.52
268,215.77
45,240.905
54,188.53
616,111.26
618,110.275
619,103.565
621,187.765
622,117.555
814,130.045
927,63.115
1200,3.725
1201,7.175
1202,23.395
1203,9.085
1204,5.435
1206,3.86
590,75.48
1207,3.79
1208,3.705
1211,3.935
1209,20.205
1214,1.205
1210,8.16
2867,1.015
240,108.1
2463,104.755
1280,85.42
1284,98.365
2449,103.73
2456,54.06
2461,29.775
2464,33.175
2475,44.885
2476,61.0
2477,44.015
2479,73.075
2619,6.345
2623,12.77
2624,7.895
2625,3.625
2626,4.145
2627,2.535
2628,1.085
329,129.355
771,100.02
236,30.03
1217,6.74
1219,12.75
1220,19.465
763,64.89
1218,1.025
1221,1.02
1222,1.03
1223,1.025
304,91.075
141,2.735
153,6.86
154,1.07
163,8.72
165,2.82
211,5.43
212,2.625
272,10.625
73,18.125
1333,3.83
1334,1.09
1335,3.84
1336,3.76
1225,2.685
1226,23.305
1227,8.155
1228,23.18
1229,51.83
1231,24.945
1236,23.43
1237,11.105
1238,15.92
1239,81.395
1240,8.52
1241,10.075
1243,5.99
1244,6.91
1245,8.64
1250,25.475
1251,20.675
1261,9.355
1262,15.08
1263,8.075
1264,8.45
1269,9.375
1270,10.97
1232,8.595
1234,2.245
1277,5.72
1278,4.245
1279,11.025
284,34.11
1233,10.835
1235,4.975
1265,3.56
1253,7.13
1255,92.135
1242,1.01
1246,7.07
1247,1.11
1248,3.795
1249,6.68
1276,2.405
1282,110.33
2450,31.33
2451,24.225
2455,13.915
261,63.3
263,47.77
264,23.99
2427,6.305
2655,1.025
1257,5.315
1258,4.085
1259,1.045
166,13.71
175,88.575
187,7.01
194,6.87
232,112.06
55,235.46
56,236.97
1260,6.69
1266,4.005
1267,6.275
1273,108.205
1268,5.26
1271,6.96
1272,16.025
2472,43.305
2552,16.405
1274,6.46
1275,2.305
289,217.45
300,59.365
405,242.495
1283,95.365
2460,5.205
2462,9.74
2465,3.84
332,43.115
2523,8.73
177,12.865
2916,5.36
327,81.685
1286,1.065
1287,1.255
1288,4.5
1289,1.085
1290,1.04
1291,1.04
1292,1.075
2868,1.025
1300,4.065
1301,5.465
1302,6.77
1303,1.085
1304,5.565
1306,6.67
1307,2.48
1308,6.745
1309,2.605
2869,1.035
1739,1.24
1773,1.05
1792,2.43
1793,1.115
1794,1.055
1795,1.125
1796,1.075
1797,1.035
1798,1.05
1799,3.835
1809,1.055
1836,2.55
1297,8.365
1864,6.965
1884,1.03
1298,16.03
1299,9.59
1915,9.01
1914,12.625
1408,61.445
1546,74.165
1547,49.46
16,81.625
1644,19.115
1648,3.52
1649,7.72
1650,6.985
1651,3.555
1652,7.25
1653,2.56
1654,8.15
1655,14.445
1656,6.965
1657,7.14
1658,6.89
1659,22.425
1660,8.69
1661,18.705
1662,5.25
1663,8.615
1664,9.55
1665,6.315
1666,6.07
1667,5.79
1668,12.055
1669,6.42
1670,8.13
1671,5.175
1672,6.945
1673,7.1
1674,3.78
1675,5.415
1676,3.76
1677,5.405
1678,4.145
1679,3.195
1680,65.85
1681,4.12
1682,6.515
1683,5.46
813,115.335
934,93.855
1305,7.01
1310,14.685
1311,3.455
1312,3.95
1313,7.73
1314,3.575
1315,2.63
1316,10.53
1317,8.23
1318,9.52
1319,1.075
226,59.675
315,81.53
431,164.25
79,37.42
1320,2.355
1321,5.02
1322,2.56
1323,6.845
1324,1.035
305,1.12
1325,7.94
1326,3.24
1327,4.1
1328,6.41
1329,3.69
1331,5.065
2437,72.985
2473,54.73
2474,54.5
2478,59.905
2480,3.86
2481,4.225
1330,5.09
1332,12.235
2806,1.04
2822,1.03
1337,2.33
1338,14.0
1339,1.06
1341,2.315
1342,1.04
1343,1.055
1344,44.725
2487,32.39
2488,18.32
2489,5.28
2490,10.59
2491,12.58
2492,11.415
2493,11.275
2494,22.885
2495,9.055
1359,1.105
1360,2.775
1361,1.05
1362,1.085
1363,2.46
1364,4.415
1365,2.56
1366,1.155
1367,2.78
1368,2.41
1369,1.1
1371,1.14
1372,2.56
1373,1.045
1374,1.215
1375,1.245
1378,2.545
1379,1.195
1381,1.16
1382,1.135
1830,4.295
2795,1.13
2796,2.43
1345,8.095
1346,1.035
1347,6.875
1348,4.93
1349,12.365
1351,19.375
1353,2.5
19,7.705
1354,1.11
1356,3.97
1357,1.02
1383,1.17
1384,1.015
1385,1.14
1386,1.06
1387,1.095
1388,1.12
1389,1.08
1390,1.225
1391,2.56
1392,1.095
1393,1.04
1394,1.07
1395,1.13
2876,1.125
2879,1.085
2550,6.81
2704,8.39
321,57.03
1405,3.865
1406,9.6
1407,14.26
1526,2.61
1530,6.45
1531,1.065
1533,5.425
1536,24.475
1355,1.02
1358,1.0
2424,5.85
2433,57.065
2436,75.005
2438,56.22
2459,28.895
2496,42.06
2500,13.52
2521,2.77
2522,15.415
2524,11.325
2526,8.235
2551,6.885
2563,26.945
2564,13.12
2565,5.05
2578,5.18
2594,30.015
2598,6.815
2601,21.73
2602,12.26
2603,15.02
2611,10.33
2635,6.97
2656,5.48
2663,6.965
2685,9.765
2708,11.19
2710,3.945
2711,2.21
2712,2.345
2713,12.71
2714,11.555
2715,6.485
2716,12.51
2717,12.01
2718,9.715
2719,7.59
2720,6.53
1370,1.04
1376,1.14
1377,1.1
1380,1.1
1940,27.475
2430,37.31
2432,42.49
2434,16.45
2440,32.245
2483,28.64
2485,32.29
2497,37.585
2536,30.45
2537,19.07
2540,15.495
2542,21.305
2544,39.975
2545,14.225
2546,28.42
2556,29.165
2559,23.03
2606,39.45
2607,33.885
2613,21.805
2614,22.16
2620,15.435
2630,33.37
2632,16.705
2633,19.08
2645,10.865
2649,24.07
290,146.28
291,239.21
2803,1.045
2804,1.085
2880,1.08
2874,1.045
2875,1.115
2871,1.135
2873,1.12
2877,1.075
2878,1.05
1396,1.04
1397,1.22
1398,1.06
1400,1.055
1401,1.075
1402,1.05
1403,1.02
1404,1.03
1399,1.02
1410,28.975
1503,127.545
1549,78.035
1550,69.55
1552,89.875
1553,103.98
1554,91.95
1556,123.39
1561,60.0
1564,50.76
1565,95.65
1566,111.08
1567,98.36
1568,102.96
1569,99.4
1570,113.32
1571,89.135
1574,86.085
1577,42.515
1579,110.3
1580,82.65
1581,41.37
1583,37.945
1585,72.68
2078,21.075
2079,27.285
2080,90.765
2081,38.915
2082,54.785
2083,48.86
2084,5.38
2085,24.545
2086,46.645
2087,71.55
2088,44.795
406,160.995
568,125.305
617,91.315
815,139.025
140,1.095
2197,14.775
2237,4.4
2241,14.06
2242,6.91
2243,9.54
2247,12.665
2251,7.6
2236,10.545
2250,17.09
2272,1.14
2282,3.885
2283,5.02
2285,1.045
2286,2.555
2287,1.07
2288,1.08
2289,4.0
2290,1.01
2291,2.26
1411,12.045
1412,4.215
1413,6.8
1414,2.56
1416,1.095
1418,1.02
1419,1.03
1420,3.645
1494,16.47
1522,6.68
1523,2.515
311,120.93
1548,140.635
2315,48.48
2324,64.635
2335,36.2
2360,60.87
2368,39.24
2375,9.42
2377,5.625
2378,13.76
2396,1.035
2397,5.065
2398,5.17
2399,4.78
2400,10.765
2401,2.42
2402,1.09
2403,3.415
608,51.155
1423,2.17
1424,2.4
1425,24.19
627,76.105
634,64.36
900,43.025
1456,14.53
2066,18.26
2076,4.11
2077,4.77
613,79.39
2050,5.995
2103,2.525
2104,2.495
2105,2.535
2106,6.495
2107,25.495
2108,2.42
2109,3.655
2110,6.775
2111,5.455
2112,3.8
2113,3.89
2114,2.265
2115,2.51
2116,6.825
615,87.45
1430,44.75
1473,2.755
1454,21.695
1440,11.22
1448,8.325
1459,12.93
1463,5.41
1441,13.06
1437,4.06
1438,11.725
1439,14.25
1443,7.985
1444,20.485
1445,13.035
1446,9.515
1447,5.095
252,1.085
253,1.06
333,1.095
1461,4.0
1474,2.655
1476,1.115
1479,3.615
1480,2.315
1481,1.04
1482,2.635
1486,1.03
1488,1.055
1489,1.045
1490,4.055
1491,1.02
1492,22.585
2181,21.175
2186,2.635
2187,11.36
2189,1.105
2190,1.07
2191,16.095
2204,5.66
2205,9.555
2206,8.515
2207,4.05
2208,1.11
2209,5.17
2210,23.18
2211,8.28
2212,5.445
2213,9.715
2214,1.12
2215,3.665
2216,1.035
2217,5.805
2218,4.13
2219,13.935
2220,22.375
2221,4.17
1458,6.615
2069,16.7
149,1.13
95,1.095
1500,20.92
1511,10.69
1517,2.445
1521,5.34
1493,15.85
1495,19.36
1501,33.76
1497,20.98
1512,12.86
1513,8.99
1499,33.045
1562,59.125
1563,42.435
2059,14.375
2098,33.33
2125,28.58
2143,21.225
2144,7.41
2198,12.63
2222,25.295
2227,6.775
2229,5.055
2230,13.95
2231,14.865
2232,8.615
2233,6.545
2234,11.11
150,5.815
159,1.165
185,2.29
248,1.125
249,1.09
250,1.095
251,1.03
2834,1.1
1504,24.53
2041,10.95
1573,83.11
2056,30.91
2164,6.97
2314,35.765
2316,67.505
2317,32.315
2329,18.995
2346,22.24
2350,22.2
2353,27.785
2371,45.94
2373,11.385
2380,5.8
2381,15.315
2382,5.815
2383,2.59
2384,6.625
2385,3.875
2386,5.545
2387,4.265
2388,10.1
2389,5.46
2390,4.04
2037,17.915
2040,12.695
2046,6.725
2881,3.56
1509,4.895
151,1.085
246,1.045
1514,6.53
1515,2.31
1516,1.08
1518,10.475
1520,4.26
1519,2.38
1524,9.92
1528,2.645
1645,50.625
1537,1.08
1538,1.085
1593,4.19
1599,14.33
1600,15.395
1608,1.04
1609,1.11
1539,1.065
1540,4.995
1544,6.625
1545,5.74
1543,1.08
2200,11.405
2201,2.65
2202,9.765
2203,6.695
1572,61.13
2320,23.215
2330,33.285
2332,49.02
2333,21.56
2334,44.405
2338,26.45
2339,16.845
2342,9.615
2343,39.225
2347,26.245
2348,24.795
2351,52.56
2352,22.35
2358,27.625
2359,39.6
2370,22.39
2374,13.06
2345,26.435
2391,5.11
155,1.05
2341,17.595
2367,25.605
2319,35.13
2354,14.27
2355,19.775
2356,19.635
2325,26.16
2331,38.82
2362,38.585
2369,15.51
2376,3.905
2322,25.64
2323,14.77
2340,22.375
2357,15.475
2364,24.895
2318,21.185
156,5.355
157,2.575
158,1.105
2829,1.175
1646,1.095
2057,14.875
2058,8.205
2067,2.585
2161,4.51
2162,1.14
2166,2.775
2168,2.885
2169,4.62
2170,1.13
2173,5.54
2174,2.515
2175,3.865
2176,2.385
2178,4.06
2179,1.095
2180,3.6
2226,6.895
2337,18.155
1643,20.315
2840,1.11
2841,1.05
2336,14.405
2366,10.85
2379,5.53
2392,4.0
1962,18.045
2365,18.435
2404,2.62
2405,2.74
2321,25.17
2406,14.06
2407,8.36
2410,8.39
2418,1.165
2419,1.065
2420,2.68
2421,2.485
2423,2.955
2467,8.895
2468,2.29
2504,2.955
2527,2.665
2560,7.185
2579,4.375
2580,3.0
2581,6.11
2585,1.305
2605,2.77
2608,2.315
2618,1.02
2679,2.79
2680,4.06
2681,2.38
2682,3.995
2683,2.375
2684,1.075
2724,5.235
2183,3.88
2246,8.685
2725,1.095
2730,1.025
2731,4.195
2846,1.05
1977,20.88
1634,2.59
1635,2.435
1636,1.035
1637,2.52
1638,30.08
1639,15.83
1640,2.405
1641,4.115
1642,1.25
1956,47.32
1964,10.865
1970,22.47
1971,9.13
1972,3.97
2845,1.09
1963,9.17
1973,1.03
1974,1.025
1975,11.635
1976,22.08
2238,6.84
2239,1.18
2240,9.975
2244,5.39
2245,6.795
2248,13.735
2249,2.505
2252,4.175
2253,2.35
2254,3.895
2255,2.495
2256,3.695
160,1.135
161,2.41
1604,2.35
1607,1.03
162,2.84
164,1.565
1647,2.5
202,1.11
198,1.11
199,1.24
203,1.185
205,1.29
274,1.17
275,1.125
276,1.045
277,1.08
278,1.075
279,1.17
280,1.255
281,1.065
282,1.075
283,1.22
2826,1.105
2827,1.06
2847,1.115
1684,1.035
2293,8.89
2749,2.37
2750,2.45
2751,1.115
2752,2.59
2753,1.1
172,65.865
451,220.615
168,5.175
245,1.05
247,1.14
82,2.67
1685,1.16
1688,1.045
1690,1.045
1691,1.055
1692,1.02
1693,2.46
1694,1.025
1695,1.14
1696,1.03
1697,3.75
1699,1.04
1700,5.095
1701,4.135
1703,1.025
1704,1.06
1705,1.05
1706,2.555
1707,1.085
1708,1.115
1709,1.085
1710,1.17
1711,1.045
1712,1.06
1713,1.11
1714,5.665
1715,1.055
1718,2.75
1719,2.655
1720,2.53
1782,2.225
1804,10.94
1810,1.105
1811,1.165
1812,1.12
1813,1.06
1814,1.1
169,1.08
209,1.07
2235,1.065
2257,7.755
2258,1.08
2259,1.045
2260,2.11
2261,1.065
2262,1.045
2263,1.065
171,11.285
174,12.965
179,52.79
180,25.32
181,21.365
1781,2.57
1800,1.125
1806,4.5
1721,5.71
1722,1.025
1723,1.025
1744,2.66
1752,1.125
1753,1.085
1783,1.245
1784,1.135
1727,1.09
1729,1.145
1788,1.075
1789,1.085
1790,2.62
1730,9.725
1774,4.09
1777,2.81
1780,1.06
1734,1.065
1736,2.305
1738,1.075
1740,1.035
809,8.415
2797,1.065
1743,9.255
1750,7.845
1751,2.705
1754,3.55
1805,5.27
1802,2.435
1785,2.505
1786,1.05
1844,7.035
214,36.965
2538,18.865
2539,9.9
2541,8.455
2543,5.415
2547,12.535
2548,6.97
306,29.81
1815,1.065
1791,1.03
1816,9.39
2482,13.59
2499,15.07
2554,21.76
2562,5.95
2595,2.435
2596,14.835
2597,3.995
2599,6.91
2600,6.72
2604,2.57
2269,8.125
2273,9.12
2274,6.61
2278,13.835
2279,11.205
2281,4.03
2300,4.995
2302,3.78
2303,6.795
2304,6.315
2305,10.935
2306,5.425
2307,2.56
2308,2.575
2309,6.325
2310,1.16
2311,6.835
2312,2.5
2313,5.705
913,51.235
1807,2.425
1808,1.095
1818,1.02
1911,1.065
1913,1.055
1817,1.05
1819,2.925
1820,7.5
1822,6.86
1824,1.11
1827,4.8
1828,5.42
1832,1.09
1890,1.125
1892,2.625
1825,1.07
1826,3.91
801,2.83
1829,6.7
1831,1.19
201,5.12
255,2.645
1846,2.43
1862,1.205
1847,5.61
1848,7.035
1850,7.475
1851,5.08
1852,4.015
1854,4.095
1857,8.43
1859,6.605
1877,2.715
1883,1.015
84,5.26
1853,6.42
1855,5.105
1856,3.985
1858,5.24
1881,1.02
1882,1.04
2937,1.015
80,2.735
1860,8.38
1873,4.015
1861,5.38
1863,2.525
1865,8.115
1867,6.295
1868,5.355
1870,2.385
2906,1.03
1885,2.48
1872,5.22
1874,5.56
1886,1.03
1875,7.175
1876,8.01
1894,1.065
1895,1.06
1891,1.09
1896,1.1
1897,1.055
189,1.075
190,1.095
191,1.065
1898,2.54
1899,2.61
1900,1.11
2775,1.09
2776,1.015
2777,1.05
2778,1.11
2779,1.02
2780,2.52
2781,1.085
2782,2.5
2783,1.055
2784,2.525
2785,1.055
2786,1.14
2787,1.08
2788,1.095
2789,1.07
2790,1.07
2791,1.135
2792,1.07
2793,2.57
2794,1.08
213,1.045
1901,2.56
1902,2.665
1912,1.03
1903,3.825
1904,3.675
1905,2.52
1906,1.25
1907,2.27
1908,1.035
1909,2.645
2837,1.035
1910,2.64
1916,6.985
1921,4.84
600,26.355
1919,1.015
1917,3.62
1918,2.56
192,1.085
193,1.2
1920,6.72
1922,3.725
1923,6.76
1924,12.055
1926,12.43
234,65.67
1925,20.775
1929,13.47
1931,7.75
2830,1.09
2832,1.105
1930,1.065
1932,2.09
1933,10.665
1934,1.07
1943,2.335
1944,2.185
1946,15.42
1947,7.895
1949,6.695
1950,16.1
1954,7.395
1951,3.835
1952,9.19
1953,11.805
1981,1.025
1994,36.9
2012,1.06
2013,2.385
1961,31.23
1965,6.59
1966,1.02
1967,1.075
1968,3.745
1969,2.31
1978,7.98
1979,15.185
1980,7.795
2003,22.26
1983,2.82
2741,1.055
1985,6.18
1986,18.64
1987,21.49
1988,30.255
1989,20.72
2825,1.095
1990,20.325
1991,28.36
2023,2.545
2032,1.05
2033,1.04
1992,14.5
1993,14.725
2763,5.26
2765,10.88
1997,21.8
2771,5.175
1999,21.145
21,5.205
22,1.15
23,1.085
24,2.45
25,1.16
26,2.695
28,1.15
29,1.09
2913,1.14
3,2.525
30,1.06
31,1.035
33,5.3
5,2.565
6,2.44
7,3.995
8,1.105
9,3.835
200,10.98
2000,18.745
2001,15.855
2005,12.97
2002,13.6
2004,9.48
2006,14.55
2008,7.965
2010,26.195
2011,5.385
2014,12.085
2029,4.295
2016,8.215
2017,9.15
2018,11.935
2019,4.305
2030,4.1
2815,1.04
702,20.505
2020,7.91
2021,8.3
2022,8.165
2025,1.09
2026,3.77
2027,12.05
2028,10.6
2031,2.515
2034,22.035
2035,6.355
2036,6.645
2047,5.61
2038,6.635
2039,4.79
204,1.07
2838,1.09
2051,21.28
2053,6.895
2042,19.545
2043,9.83
2044,10.025
2045,8.88
2093,10.775
2096,4.375
2048,7.37
2049,1.025
2052,2.48
2054,4.035
2055,3.945
2884,1.01
2885,8.53
2100,2.47
2101,1.15
2102,2.255
2099,9.555
2146,5.785
2147,5.215
2148,6.275
206,3.88
207,8.685
2060,3.905
2061,1.17
2062,5.345
2063,20.985
2064,1.105
2072,4.02
2074,1.04
2065,12.2
2068,4.035
2073,1.125
2075,1.07
2071,5.72
2070,5.21
2139,5.04
2145,11.85
208,1.035
2089,2.515
2094,5.435
2090,9.365
2091,10.29
2092,5.02
2095,8.255
2097,1.015
2123,6.965
2127,10.535
2135,2.495
2732,2.675
2842,1.04
2844,1.07
2394,2.83
2798,1.07
2117,3.975
2118,3.885
2119,6.4
2120,2.35
2122,3.78
2121,1.01
2124,1.035
2126,1.02
2128,1.075
2129,1.075
2130,6.365
2131,16.905
2132,1.02
2133,6.215
2134,5.49
2136,2.355
2137,1.045
2138,1.04
2140,1.03
2141,9.69
2142,5.09
2225,5.11
2228,2.685
2149,6.895
2558,23.39
2150,12.245
2151,6.79
2152,1.035
2153,5.59
2158,4.0
2154,1.095
2155,1.12
2156,8.84
2157,7.02
2159,2.465
216,156.75
217,234.765
339,26.735
340,56.655
344,3.775
345,2.535
346,24.925
347,32.38
348,6.105
349,18.365
350,3.795
351,12.165
352,8.29
353,20.635
354,7.76
355,5.175
356,8.44
357,44.46
358,21.305
359,186.91
360,210.565
361,57.62
