node,mean_infected_time
1201,626.1
1497,132.49
1508,154.8
1509,132.74
1538,231.27
1539,122.23
1641,434.83
1642,156.83
1643,188.36
1559,79.39
1690,77.43
1374,101.1
1915,144.36
1916,211.66
1917,113.47
1918,133.87
1919,88.45
1920,161.16
1921,96.03
1922,141.81
12,10.55
13,18.72
174,96.04
1379,266.71
1211,769.38
1324,735.52
1364,365.92
1689,369.51
1202,831.69
1203,363.66
1204,1367.05
1205,1033.1
1206,208.96
1389,1049.39
1434,1434.94
1451,740.78
1455,665.05
1217,1100.61
1517,471.07
1596,828.24
1776,511.06
1868,418.34
1869,496.59
1870,357.83
1207,111.27
1208,256.33
1549,56.4
1209,107.16
1210,387.85
122,103.48
123,142.41
125,176.08
1223,187.38
1231,224.44
1564,195.08
1565,112.58
1566,114.68
1567,118.53
1568,137.53
1569,116.88
1570,112.68
1571,140.57
1572,224.69
1212,257.9
1213,963.84
1214,649.91
1215,737.99
1325,699.14
1421,978.99
1662,257.62
1674,201.79
1675,306.31
1332,285.09
1711,380.76
1216,416.2
1218,74.77
1279,437.83
1473,801.8
1584,514.42
1715,427.0
1718,343.35
1719,459.6
1720,407.25
1721,506.56
1722,425.91
1886,86.41
1219,40.0
1221,27.96
1222,28.25
1929,22.82
1375,17.01
1224,52.83
1225,60.8
1226,39.06
1792,41.38
1872,29.94
1938,50.92
1227,101.34
1228,31.07
1229,298.44
1230,19.5
1247,186.32
1248,207.21
1265,193.92
1269,290.11
1822,109.61
1232,295.42
1280,172.58
1281,159.19
1282,271.69
1283,152.97
1284,94.68
1285,158.06
1233,514.41
1235,717.43
1236,297.77
1237,288.33
1238,210.41
1239,298.3
1241,353.91
1243,270.22
1244,300.56
1245,349.7
1255,405.68
1760,150.62
1560,259.51
1503,129.92
1531,148.06
1575,203.06
1603,199.45
1853,76.83
1246,420.0
1274,195.59
1277,273.79
1278,347.9
1250,359.46
1251,643.03
1252,575.95
1253,248.34
1254,291.04
1563,462.4
1371,300.73
1249,220.74
1685,153.76
1686,91.3
1687,168.1
1688,105.43
1303,259.3
255,142.5
1326,117.67
1468,354.48
1469,222.79
1470,269.83
1866,130.56
2023,121.11
2049,127.72
2237,96.08
1262,280.54
1417,775.6
1471,475.35
1472,450.3
1474,513.27
1602,250.01
1741,202.98
1742,329.62
902,379.55
126,322.66
67,524.9
1525,136.71
1574,213.37
1611,208.39
1263,181.42
1264,203.63
1266,175.28
1267,110.36
1268,192.93
1270,172.16
1271,79.8
1272,112.55
1273,158.27
2258,97.69
1491,75.3
1492,92.66
374,359.3
1354,320.48
1739,312.35
165,239.23
219,239.38
2567,283.68
55,210.19
2249,42.59
2250,20.67
2268,55.02
2269,45.57
1275,48.06
1276,101.9
1650,17.13
1775,98.55
1604,221.07
1733,97.64
1773,243.0
128,86.14
129,104.48
57,67.87
1510,139.33
1758,122.73
2086,60.64
2120,137.28
1887,88.15
2033,37.29
1286,631.18
1287,520.14
1288,578.59
1289,835.15
1290,210.65
1291,312.91
1292,398.84
1293,382.03
1294,745.45
1432,960.34
1635,783.78
1636,486.86
1637,338.76
1390,880.92
1428,778.6
1430,775.01
1431,437.9
1543,418.26
1544,416.74
1847,346.05
1890,355.73
130,195.24
1842,240.54
1638,180.65
1435,685.53
1480,1109.65
1295,303.26
1296,320.85
1297,155.51
1298,386.08
1299,222.61
1300,176.22
1301,465.77
1302,331.5
1373,119.45
1573,120.23
1320,617.19
1728,199.59
1595,333.43
1693,293.52
1771,129.53
1807,77.7
4935,13.69
4936,17.3
192,214.15
212,86.86
234,83.97
73,111.65
76,116.33
90,190.63
1941,126.5
1942,90.87
1310,782.64
1409,168.09
1410,313.37
1500,77.85
1819,106.31
1820,164.43
1821,193.96
1304,435.76
1305,107.71
1306,133.64
1307,122.66
1308,162.48
1351,474.53
1829,176.64
1830,147.45
1831,114.29
1832,120.49
1833,123.93
1834,193.18
1835,155.1
1836,140.35
2126,108.03
1465,117.04
2242,146.5
2218,233.47
1309,384.62
1311,188.83
1312,103.81
1313,162.75
1314,137.25
131,161.94
24,121.17
26,610.21
1315,608.85
1316,333.86
1317,247.29
1318,305.29
1319,332.91
1321,399.8
1322,329.94
1413,128.04
1414,57.91
2029,58.41
1857,87.95
1323,271.94
1394,128.96
1395,126.5
1600,229.54
1694,178.58
132,95.05
1385,307.05
1704,394.98
1705,407.29
1706,340.61
1707,342.41
1346,396.84
1365,546.26
1617,153.88
1757,318.74
1327,174.38
1328,242.69
1329,312.7
1330,196.07
1542,132.9
1750,197.26
1845,257.82
133,86.01
134,290.58
1756,143.14
1331,93.72
1333,65.23
1334,161.31
1335,38.51
1448,410.53
1949,83.51
1950,13.26
1336,106.66
1337,276.29
1347,186.76
1338,17.36
1339,25.39
1340,14.5
2183,15.53
135,104.88
136,114.12
83,565.71
2209,43.8
1342,27.11
1343,26.64
1893,25.91
1978,34.6
1825,140.99
1826,89.65
1593,223.21
1660,202.78
1348,692.05
1349,268.06
1350,638.32
1352,625.63
1353,355.94
1505,76.89
1506,225.57
1464,535.44
1731,381.27
1732,173.24
1837,232.45
1838,228.44
1639,662.56
1839,331.09
1956,260.96
1957,218.86
1958,140.64
1959,250.57
1960,243.6
1961,216.23
1355,270.99
1356,51.66
1358,39.26
1357,221.53
4506,139.87
4507,96.67
1360,36.63
1361,96.18
1362,99.25
1363,158.98
1458,45.99
1462,115.18
1425,87.39
1634,210.72
1377,483.53
1378,482.43
1594,305.05
1366,52.21
1774,110.47
911,88.36
1367,140.33
1368,284.51
506,131.63
1369,145.35
1370,67.0
137,194.85
1372,56.4
2188,69.46
1376,26.94
1862,32.14
1380,552.01
1678,407.09
1587,185.54
138,142.96
139,299.43
2625,663.07
2795,437.35
1381,140.31
1382,176.18
1383,43.38
1384,72.17
1392,470.99
1393,74.19
1860,62.76
1992,139.71
1993,71.73
1994,53.29
1386,243.48
1387,287.33
1590,169.76
1591,170.61
1592,145.5
2001,221.94
2002,180.91
1388,822.89
1391,166.58
1512,481.17
1798,350.95
1799,417.25
1801,355.08
145,576.74
1483,918.03
1485,634.13
1769,392.98
1823,283.55
1824,254.18
1396,709.45
1398,293.52
1399,376.36
1401,309.74
1402,758.81
1403,184.92
1404,278.76
1696,248.18
1482,186.54
1737,91.03
14,85.9
1553,260.64
1628,231.19
1749,384.44
1755,412.52
1828,113.71
2014,136.39
2012,158.03
2013,129.85
1405,29.86
1406,92.63
1407,114.58
1408,216.34
1647,158.78
1851,27.27
1852,47.73
1813,141.78
4896,139.8
4901,81.18
4916,120.06
1910,114.5
1971,113.51
2015,172.77
2016,160.23
1411,18.8
1412,39.63
1562,66.33
1858,42.88
1859,22.43
2127,21.24
1415,271.4
1416,483.38
1422,588.55
1423,555.65
1418,281.92
1419,308.96
1420,277.94
1532,207.93
1475,771.22
1684,515.57
1729,305.36
1424,42.34
1426,20.82
1427,91.81
2065,19.41
1644,71.6
1646,115.47
1429,602.58
1723,375.81
1640,551.67
1743,225.44
1850,233.55
1682,652.66
1433,650.34
1436,877.24
1476,734.36
1478,577.5
1479,646.6
555,814.13
1484,680.6
1790,563.0
1856,562.5
1437,36.76
1438,100.15
1439,27.04
1599,26.8
144,204.87
2451,196.56
1440,40.96
1441,67.01
1442,31.93
1443,17.49
1444,81.25
1445,80.97
1446,68.77
897,53.94
2227,11.67
1457,28.82
1561,148.91
1613,23.21
1447,233.42
1449,149.53
1450,99.88
1708,214.0
1712,131.62
1713,249.39
1714,198.87
500,180.55
1875,245.94
197,542.03
198,593.87
199,811.75
1709,85.56
2149,131.74
1452,281.05
1453,186.3
1454,221.52
1597,134.82
1700,192.39
1701,162.1
1545,86.18
2035,16.25
1601,126.36
1459,48.72
1460,35.06
1461,24.27
1589,38.43
146,42.6
147,31.91
148,32.71
1489,47.44
1667,101.97
1670,72.44
1463,236.77
1466,305.7
1467,294.84
2128,67.86
1534,128.21
155,82.14
157,42.61
2048,104.68
1797,200.27
1817,279.76
1490,567.1
223,67.06
264,18.55
1540,592.03
1679,536.66
1680,573.84
1681,495.74
1683,515.53
1481,55.08
2276,48.26
1486,449.06
1843,252.92
1844,390.32
2046,320.08
2047,181.87
1487,69.06
1488,163.82
1499,637.62
149,77.4
151,100.17
152,110.94
554,292.69
1493,17.41
1494,15.79
1495,22.65
1744,29.75
1846,14.72
1496,50.49
1498,39.3
1507,91.58
1668,49.64
2588,738.54
2589,382.7
2590,445.36
2591,397.99
171,67.91
173,73.7
175,84.41
153,141.69
1501,150.73
1502,114.87
1504,50.73
1578,104.94
1576,87.58
1555,90.77
202,225.59
1608,79.72
1888,48.48
1889,50.24
1511,276.58
1513,89.68
1514,214.42
1880,53.47
1881,78.4
1515,251.0
1516,170.57
1520,128.97
1876,326.57
481,196.46
1518,111.7
1519,46.76
1521,57.29
1522,39.21
259,53.88
1530,87.62
1665,80.17
1666,77.5
1873,113.8
2066,99.08
1523,67.19
1524,62.25
1526,69.42
1527,187.45
1664,62.11
1605,110.5
1528,89.91
1529,21.96
1658,31.52
176,124.2
52,243.36
1734,84.96
1533,108.8
1535,73.03
1536,94.52
1537,99.36
1746,100.59
1747,50.19
1748,77.96
2090,33.55
2171,70.06
154,250.04
1541,208.48
1966,259.18
1546,129.81
1547,237.37
1738,158.39
1548,60.54
1717,282.78
1783,278.04
156,103.42
158,69.27
1550,177.48
1551,103.65
1552,78.48
1554,160.56
1598,46.67
1780,66.33
1629,214.62
2061,149.81
2083,81.09
2096,35.92
2097,73.19
1556,52.98
1557,72.71
1558,34.87
1802,36.46
1930,45.8
1932,57.89
2040,53.24
2098,47.41
2038,26.98
1782,209.23
1615,48.21
1810,107.29
2045,52.45
2094,71.59
1616,63.63
2052,68.79
2115,70.14
2116,22.61
838,275.47
912,118.06
913,139.6
1577,145.79
1585,62.75
1588,64.51
1579,155.22
1580,177.36
1581,124.47
1582,53.88
1583,72.95
242,55.3
1716,258.46
1764,81.82
1937,22.48
1586,89.49
1671,70.86
1669,61.29
240,72.28
241,81.46
1659,75.72
2129,269.17
2130,93.18
2131,115.22
2132,72.01
1914,150.42
1772,109.63
484,29.2
16,28.54
17,74.1
18,39.25
228,274.75
1610,63.33
1654,88.61
1655,125.71
1657,116.98
515,127.46
1673,34.62
1606,45.4
1607,27.91
1609,26.08
1791,49.99
162,136.12
2155,35.51
1612,377.06
1614,25.76
1621,205.97
1622,181.65
1795,133.18
1848,139.22
1849,197.66
2101,179.29
2107,154.99
2162,90.96
2163,219.58
2277,47.98
1624,22.77
1625,29.43
1627,199.02
1630,146.49
1631,125.97
1632,87.32
1633,136.39
45,227.2
1933,69.03
1964,87.21
2020,88.17
2207,79.74
1676,77.61
1840,153.02
1841,129.15
2282,49.36
1864,112.07
1883,85.47
1884,64.48
1940,163.79
2063,89.09
2104,57.84
2168,82.87
1645,25.33
1972,24.23
1648,121.19
1649,40.2
1784,222.3
1885,80.61
166,212.25
1871,28.17
1653,114.61
1855,73.19
1997,40.95
1656,51.05
2172,20.75
1794,14.29
2088,59.22
1661,71.95
1663,119.71
1785,47.3
167,44.42
262,23.61
265,19.19
35,58.36
1989,44.79
2071,72.22
1811,184.39
2174,41.26
2244,37.89
2943,545.29
2944,1137.14
168,130.79
1692,253.42
2278,239.93
2272,44.82
2273,59.13
170,193.83
1691,30.61
2080,24.04
2082,32.84
1967,180.82
2177,118.57
1924,78.69
1695,63.93
1697,116.93
1698,99.03
1699,79.34
32,20.27
33,61.19
34,25.27
227,149.73
1702,226.03
1703,170.03
1796,94.9
1800,218.01
1979,249.07
2099,191.99
2100,160.68
1710,70.21
172,21.24
1762,188.93
1789,83.22
1867,377.56
1788,149.52
1724,12.71
1725,33.1
1726,16.92
1727,40.06
1982,152.57
2181,77.53
1730,161.9
1735,60.42
1736,64.03
1740,214.22
244,98.61
2184,136.13
2185,96.55
2186,132.6
2085,82.08
1745,28.56
1965,28.3
2239,22.56
1751,236.5
1752,212.38
1753,217.05
2092,85.65
1759,97.93
1878,40.65
1879,41.16
260,72.35
535,172.31
547,60.41
1781,157.37
1763,141.58
2202,66.41
177,233.25
30,290.2
77,119.49
1770,48.93
1778,86.59
1777,285.54
2190,148.82
2198,140.56
1779,52.3
1786,32.16
178,116.58
2199,39.78
1818,70.51
1787,12.32
180,425.97
1793,28.3
2226,23.72
1909,69.23
2133,76.58
213,118.54
214,156.26
215,138.51
216,102.2
217,333.33
1969,41.82
2117,27.75
1827,66.77
2179,25.81
1808,120.56
181,29.67
182,52.96
1812,27.55
1896,92.86
1903,115.46
1963,102.35
2208,79.49
1814,19.8
1815,31.44
1816,30.03
1895,136.91
1987,269.31
2069,136.06
1981,235.27
2240,202.46
1977,26.08
2182,47.68
2251,121.61
2248,151.2
2241,86.98
2257,83.82
2256,51.35
2217,132.04
2219,224.48
2220,160.06
2221,161.25
2222,157.58
184,164.06
186,175.98
2146,80.33
2007,312.18
2059,232.41
2194,88.27
2264,102.34
2193,78.21
2214,246.02
185,224.79
221,82.42
2197,176.87
1854,25.68
2196,213.63
2262,233.81
2153,35.42
2154,39.79
187,319.99
1861,25.25
1863,42.08
1934,33.07
2108,48.35
1865,29.64
2229,63.6
2235,70.41
2189,149.46
2213,124.72
2234,120.07
2281,165.53
1874,163.49
2113,82.84
2224,69.86
1877,78.43
2067,126.09
2178,201.94
2195,162.67
2205,15.57
256,12.91
257,14.72
258,23.1
1882,22.14
2204,54.1
2106,37.66
2175,38.89
2231,71.67
2105,44.61
189,178.01
71,382.16
2043,40.0
2044,46.3
1894,65.21
1902,49.68
1904,94.6
1905,51.13
1906,90.59
1897,63.93
1898,112.41
1899,45.71
1945,69.14
2058,111.23
19,63.55
20,210.7
190,153.96
42,61.44
1901,12.25
2051,81.67
2135,36.65
1907,51.27
1908,63.24
2054,51.35
2136,36.7
2165,37.67
231,42.6
1911,26.43
1912,61.37
1913,38.72
2026,45.33
2055,49.58
1976,117.43
2056,118.63
2057,94.67
2077,68.68
1939,170.36
2076,78.58
2157,70.33
222,97.2
232,67.46
233,65.42
2075,71.8
2259,47.55
1923,30.62
1925,28.84
2030,25.2
1926,40.76
1927,27.25
1928,66.26
2119,51.0
2003,26.87
193,29.29
220,50.33
74,100.72
1931,31.77
2118,19.17
1962,58.77
2074,86.42
2095,79.81
1943,131.19
1944,99.1
2216,40.2
1946,27.75
1947,16.78
1948,44.48
1995,7.68
2232,34.21
2233,34.36
1951,20.9
1952,41.66
1953,78.42
1954,45.37
1955,46.6
2151,47.38
2070,88.65
1968,28.38
1970,21.91
2125,16.22
206,174.22
207,163.53
208,662.76
1973,12.5
1974,30.73
1975,35.17
2160,60.33
2201,53.6
1980,150.39
247,157.57
1983,79.46
2228,58.55
1984,123.9
1985,145.7
1986,114.33
2137,64.23
2215,188.13
1988,45.55
1990,33.66
1991,44.65
4257,620.24
651,1046.92
964,575.14
1996,28.62
2027,91.64
2041,119.94
2068,135.23
1998,22.38
2000,13.33
428,137.64
435,100.67
436,85.57
437,129.88
438,81.92
21,52.89
22,298.43
236,91.1
2004,26.68
2005,36.51
2006,56.02
2021,29.88
2152,62.15
2173,17.8
2008,306.08
2011,73.0
2017,127.94
2018,95.96
2042,78.0
2236,60.33
203,206.23
2024,43.97
2025,31.31
2028,46.71
3892,245.41
549,240.31
2109,18.98
2031,35.54
2032,28.47
2034,19.03
2139,13.1
2036,9.17
2037,23.81
2039,35.65
204,39.56
205,242.91
2192,98.99
2050,46.9
2111,59.55
2112,43.13
2053,26.42
2142,59.33
2145,53.54
2078,97.65
2073,66.32
2060,42.31
2062,27.66
2064,77.98
2124,35.07
2072,66.37
2150,32.04
2079,11.38
2081,12.4
571,834.22
2084,65.94
2087,35.48
2203,6.76
2089,70.3
2138,72.37
209,29.0
210,82.1
2091,33.8
2093,20.31
2161,17.74
2121,33.67
2191,78.02
2102,47.94
2103,35.24
2176,37.61
2164,12.47
97,120.15
2110,32.57
2114,31.58
2180,40.27
2187,25.88
2140,25.89
2122,52.15
2123,52.77
2134,68.09
2223,57.24
2206,111.04
2167,39.76
2141,40.54
2143,34.13
2144,33.47
2169,16.95
2170,13.08
2238,17.6
2267,33.2
2270,43.74
2147,28.95
2148,52.24
2275,70.89
2158,47.02
2156,27.24
2159,72.91
4245,290.07
542,417.32
218,127.01
2260,42.66
2210,32.93
2246,20.25
2263,44.0
2265,66.33
2200,14.65
23,212.21
27,183.46
2211,15.8
2212,22.11
268,46.26
2243,96.45
2252,107.62
2247,118.19
58,73.21
2254,75.77
2225,25.8
2261,30.96
2230,33.34
224,43.68
225,43.59
2274,21.72
243,38.92
2255,117.0
2253,69.71
2245,10.85
266,36.54
2271,42.61
226,407.09
229,202.6
61,346.69
2266,23.36
230,109.54
92,87.69
2279,52.66
2280,32.96
98,154.43
2283,66.43
2284,107.57
2285,76.8
2294,197.02
2286,188.94
2287,571.54
2329,568.97
2413,304.55
2417,198.56
2442,217.14
2443,220.97
2448,217.84
2476,244.2
2482,273.03
2489,321.16
2490,240.76
2491,226.83
2492,276.38
2288,80.54
2289,173.16
2290,131.98
2310,189.29
2311,269.92
4897,80.74
2291,74.42
2292,93.19
2293,58.97
2367,368.68
2501,94.35
443,390.33
459,245.21
2295,122.11
2296,124.48
2297,104.39
2353,155.51
2496,93.64
2409,57.28
4861,119.0
4876,224.81
2298,97.85
2299,116.31
2300,69.53
2340,30.71
2474,73.61
466,198.94
28,296.04
267,24.88
2369,150.53
2301,135.86
2302,210.94
2303,169.75
2341,185.71
2440,34.59
2493,148.4
2304,28.21
2305,40.13
2306,26.71
2441,53.53
2308,68.29
2307,54.42
2309,96.98
2391,65.02
64,25.02
2312,190.94
2313,154.15
2428,184.86
2460,283.85
2497,89.22
2498,95.75
2314,129.93
2315,437.55
2317,473.74
455,551.39
2316,572.13
2318,312.78
2319,208.29
2320,291.72
2321,311.65
2322,228.24
2323,222.54
2324,298.11
2325,318.38
2326,415.87
2327,326.28
235,90.14
2484,139.15
2439,282.75
2457,166.0
2330,110.37
2332,215.71
2430,116.81
2461,127.24
2462,86.06
2463,149.48
2464,121.76
460,303.36
2328,691.47
2347,437.35
2348,376.43
2349,464.39
2350,495.37
2351,359.7
610,436.69
2471,60.28
2331,77.52
2333,91.38
2338,87.72
2334,14.54
2335,19.1
2339,21.29
2336,53.59
2337,57.6
2346,27.73
2405,28.86
2342,117.75
2343,89.78
2344,69.29
2345,258.11
2368,86.9
2432,68.35
2499,103.07
2500,277.37
2502,201.36
2503,157.51
2504,154.65
2485,62.64
2401,194.5
2402,144.07
2403,225.02
2404,281.39
2449,153.65
2450,123.55
2377,420.24
2397,454.37
2468,293.67
2356,261.57
2352,55.61
2354,55.63
2355,61.67
2373,32.92
2427,169.55
2444,117.68
2357,89.52
2358,184.06
2359,35.92
2407,85.57
2438,127.71
2360,51.0
2361,66.19
2362,44.84
2370,36.6
2465,39.82
2466,57.63
2363,123.36
2364,181.36
2365,145.3
2366,72.78
2384,173.13
4529,136.89
2385,116.06
2382,164.35
2386,126.12
2387,203.65
2388,160.76
2389,257.76
2390,423.12
2483,46.75
238,19.49
2371,51.73
2431,57.45
2372,17.58
2374,15.2
2506,8.92
2375,196.63
2376,247.8
2378,143.82
2458,82.35
2469,229.09
2470,241.06
2475,166.5
2379,32.13
2380,23.01
2381,44.26
2398,20.9
2456,37.61
2488,42.25
2383,57.85
4669,148.18
4553,263.26
4728,69.84
4544,353.64
4667,287.64
4752,286.69
2392,54.89
2393,122.43
2394,65.14
2435,98.49
2395,128.44
2396,121.43
2446,22.47
2399,152.82
2400,122.98
2423,118.07
2452,43.58
2453,73.59
2478,182.89
961,143.38
2408,52.97
2406,133.52
4899,46.23
2410,41.06
2411,30.56
848,110.85
2420,28.35
2412,199.29
2414,72.98
2415,76.62
2416,140.51
2418,102.75
2419,125.51
252,37.91
253,29.52
2421,25.97
2422,53.7
2424,187.77
2454,77.27
2455,180.02
2425,74.96
2426,40.52
2429,98.64
2433,80.8
2434,212.41
467,387.08
2447,39.24
2472,36.65
2473,124.17
2436,206.63
2437,173.17
2495,200.55
245,124.94
246,47.73
2445,31.25
892,148.7
2459,276.49
4554,213.92
2467,96.06
2477,60.35
2479,25.85
2480,74.79
2486,120.05
2481,57.96
609,65.08
4757,64.67
2487,52.74
4898,39.87
4900,43.59
4902,22.77
4564,48.09
4587,72.7
4613,41.5
4775,47.44
2494,64.03
4699,188.81
4700,152.9
4773,149.34
4774,116.2
4825,159.04
4826,57.25
4828,79.86
2505,71.2
4738,49.57
4787,37.25
4788,64.42
2507,51.3
2508,111.2
2509,47.51
4582,128.3
4583,37.14
4584,48.4
4585,44.48
4714,59.84
2510,242.23
2511,464.29
2512,795.09
2513,655.85
2616,1245.77
2622,615.91
2626,505.2
2627,481.78
2659,695.15
2745,213.74
2757,192.64
2760,179.28
2514,1150.26
2604,1701.48
2680,977.18
2681,572.56
2682,718.6
2683,1145.33
2684,733.86
557,940.15
560,1203.11
2515,1112.76
2712,901.2
3019,1254.82
3020,873.5
3021,237.68
3022,631.95
2516,134.43
2517,192.43
2518,237.97
2695,408.17
3126,106.19
2549,602.52
3127,134.61
2519,670.55
2520,1096.82
2521,1537.89
2522,294.73
261,21.3
2572,746.44
2687,581.54
2691,370.36
2692,1006.99
2693,481.34
2533,532.31
2536,885.65
2538,980.17
2582,916.53
2607,657.59
2629,591.94
2926,1293.82
2933,809.18
3023,40.49
3024,161.7
2523,874.78
2524,1959.44
2525,1581.97
2592,781.03
2783,2201.79
2829,1080.0
2830,1071.06
2831,934.99
2832,859.06
2833,962.68
2834,1070.12
2564,685.06
2615,851.57
2620,975.73
2621,901.0
2736,1045.93
2767,783.72
2969,778.9
2970,752.35
2971,822.42
2526,367.24
2527,946.55
2713,477.49
2753,432.68
2754,741.02
2761,735.56
2762,1277.77
2763,1227.2
2801,624.8
2945,659.37
2528,20.77
2529,32.74
2530,15.01
2531,221.91
2941,79.23
2532,111.56
2534,64.81
2922,193.66
2535,1533.22
2537,622.69
2539,817.1
2540,667.47
2541,1058.7
2542,1329.11
2543,1378.79
2544,907.85
2545,607.1
2546,766.63
2547,586.22
2552,419.64
2649,109.31
2650,451.16
2773,964.3
2651,528.61
2652,564.12
2919,409.31
2938,166.19
254,69.24
2972,538.47
2866,2109.06
2977,474.3
2978,493.1
2958,1409.91
3032,670.48
3033,564.82
3034,1119.86
3035,1009.28
3036,1053.76
3037,671.59
3038,719.01
3039,913.71
3040,211.91
3093,276.47
2805,385.14
2741,340.63
3096,219.62
2548,492.51
2550,278.37
2551,717.44
2694,432.27
2696,348.58
2697,1053.04
2991,129.96
2752,871.95
3044,630.76
3045,527.33
2927,693.72
3052,152.88
2553,782.36
2554,1517.45
2555,419.1
2556,891.63
2557,1359.87
2558,1869.76
2559,663.01
2560,825.94
2561,712.46
2562,685.52
2563,544.77
2565,757.8
2594,1015.96
2595,571.12
2784,1374.23
2785,1131.23
2786,1075.14
2647,916.55
2790,1518.41
2925,1524.46
2946,783.2
2947,910.99
2948,639.13
2988,160.67
2989,294.52
2867,956.93
3257,279.7
2631,528.74
3317,106.26
2566,460.24
2568,232.28
4270,144.09
4271,108.1
4246,119.51
4293,66.74
2569,86.37
2570,441.46
2571,191.72
2573,251.8
2574,523.99
2586,482.33
2764,320.52
