node,mean_infected_time
2,1496.05
3,1652.96
4,1636.9
803,323.6
826,571.83
832,552.78
990,408.97
1002,5.67
1003,14.57
258,1092.53
1004,42.82
55,976.53
131,1130.27
211,2462.86
233,1417.5
419,1984.25
83,2335.97
192,402.5
411,1851.61
412,1472.75
516,202.64
517,252.74
743,5.76
812,1473.29
104,566.81
122,401.62
123,967.05
150,745.79
157,1234.76
162,1546.4
179,1372.3
181,953.4
182,625.08
201,1158.15
295,1144.52
296,1639.35
320,896.72
321,896.18
342,841.52
352,386.64
376,828.85
378,391.15
379,864.13
385,436.5
389,1010.02
390,671.49
392,332.45
393,1577.93
394,576.32
395,786.18
397,552.68
526,1166.6
53,859.85
546,1863.01
582,614.22
60,835.37
61,769.29
741,77.26
288,694.71
387,723.68
388,652.26
114,2177.64
115,2518.65
129,2270.09
145,1675.12
152,1720.13
153,1028.48
154,1450.61
158,977.5
159,1263.21
16,1517.99
161,788.67
163,1506.74
165,2319.84
169,2373.47
170,1849.05
180,1448.15
183,2621.35
184,1435.52
190,1174.57
203,984.18
210,1674.22
212,2143.26
236,1417.48
242,829.4
243,1087.84
249,2897.48
252,2460.78
269,1764.43
28,2091.77
281,1429.83
285,1686.69
303,2242.51
314,820.82
333,2017.49
346,690.15
347,470.08
355,1486.58
357,1241.65
358,717.47
360,631.65
362,1601.74
363,1621.8
367,2181.2
375,1419.91
384,354.42
41,1797.77
42,2062.08
420,2153.03
422,1345.24
427,1216.74
431,868.19
441,1301.73
453,1144.48
473,1834.92
474,1669.71
478,1024.68
48,1252.21
489,1326.87
492,1000.95
493,1664.37
506,977.97
518,2099.08
533,2349.09
543,904.94
544,810.27
550,756.77
569,587.8
58,2239.66
589,912.96
601,1288.55
607,845.62
612,1260.56
654,910.79
667,737.49
747,1230.46
748,980.1
77,768.49
771,275.61
80,1718.2
81,2191.99
856,1420.86
859,1473.36
87,2310.12
914,434.66
113,1842.92
132,1368.93
188,1002.16
230,1314.73
253,877.31
259,532.58
278,1005.03
279,400.59
287,715.19
290,1806.97
298,491.6
311,845.05
356,1323.5
365,1797.95
372,763.36
373,1281.91
454,282.09
46,1752.3
462,774.6
467,936.31
480,1298.3
486,1509.14
490,1363.36
519,430.95
531,1606.47
551,582.07
614,67.18
615,1629.5
642,786.61
671,637.63
68,1126.22
690,682.27
695,742.09
717,288.93
72,279.31
756,671.92
828,1008.21
885,104.35
90,771.01
932,2185.4
137,1623.42
139,605.97
141,1009.59
164,661.24
172,1558.88
174,1492.74
19,1534.78
207,837.79
209,1803.93
214,1126.44
216,588.59
23,1647.49
237,922.03
31,1222.04
318,1556.12
319,352.76
338,1560.7
343,724.42
35,1466.26
361,998.01
401,1041.79
410,643.74
417,1048.14
418,831.03
428,379.44
430,1038.13
438,1382.53
448,576.52
45,1064.46
468,751.93
47,1045.97
481,1149.02
532,565.51
54,931.65
541,646.16
57,1445.88
591,432.79
597,550.43
63,2062.83
665,616.52
70,677.69
702,96.0
704,36.59
730,411.43
736,387.35
769,69.85
78,861.28
79,961.73
8,609.93
809,1152.36
834,4.64
837,53.79
896,870.55
91,705.76
954,610.62
963,1080.17
108,1316.31
109,75.97
110,196.31
111,175.15
112,265.65
328,490.79
469,216.24
476,268.81
477,381.93
514,196.98
652,222.34
66,717.55
67,267.45
93,1495.6
12,817.71
213,326.29
22,305.7
240,401.86
247,238.21
265,420.65
270,521.17
293,498.91
359,430.66
406,370.76
421,1122.46
452,514.94
466,530.89
496,503.4
502,216.41
504,886.28
525,519.25
529,484.74
530,314.47
555,476.33
566,282.71
573,344.79
602,486.89
608,279.91
611,703.56
621,384.25
661,595.71
666,594.26
699,264.06
7,944.92
700,240.11
720,126.96
754,331.13
804,188.89
956,186.61
37,522.65
116,1390.28
151,1278.32
168,1525.58
171,864.82
176,448.67
220,565.88
245,1271.88
26,494.55
263,1179.21
29,1414.84
32,858.17
33,505.39
370,630.67
38,537.34
40,1131.78
423,840.67
426,1220.41
442,514.43
443,1205.41
444,650.15
455,1351.9
483,908.09
485,837.24
527,543.68
547,691.33
556,213.64
725,280.41
76,306.92
847,375.6
919,301.28
925,271.78
950,1328.49
976,496.68
981,457.62
983,183.36
208,1037.33
229,671.56
234,1091.6
24,524.62
261,1093.64
30,1268.1
307,490.05
39,781.24
464,1038.45
609,161.17
655,405.51
686,370.36
767,157.08
892,572.6
895,101.51
135,674.98
136,498.17
251,874.31
302,672.63
336,694.78
337,765.55
436,60.74
437,818.12
439,76.63
460,1072.61
513,1440.31
644,309.21
753,449.84
816,360.96
860,407.19
883,270.28
900,538.9
978,75.62
987,283.32
118,656.02
27,1150.22
34,553.23
470,545.93
491,187.86
613,163.36
461,279.08
511,380.48
651,546.11
119,289.19
980,543.99
264,402.16
267,249.73
510,361.48
565,41.39
570,319.33
674,266.24
681,640.96
707,463.03
739,121.69
823,328.02
957,156.7
996,50.7
758,292.82
94,699.89
130,663.64
144,250.34
15,1285.55
186,816.31
191,1369.56
217,581.32
219,767.36
228,545.53
308,1403.5
345,634.81
425,608.79
432,81.39
433,409.9
458,1316.05
520,1331.98
540,337.65
552,834.23
594,354.71
647,353.62
649,165.09
693,364.47
71,491.2
714,641.21
719,155.84
752,137.2
759,5.32
792,48.32
796,67.38
890,43.65
156,425.73
167,1253.02
231,1036.42
349,690.98
515,779.52
656,89.82
95,1067.44
275,623.63
335,211.95
706,153.45
838,71.15
908,496.97
126,1017.96
138,702.78
286,1226.87
408,1072.4
56,960.84
586,521.98
635,288.7
698,606.01
723,199.21
227,578.25
435,279.55
196,864.9
197,930.13
198,876.66
200,732.97
204,651.8
205,553.5
445,812.73
557,666.57
576,742.19
593,719.38
751,357.62
917,312.41
940,17.31
955,76.29
970,23.32
974,186.78
291,536.42
294,486.13
399,496.86
403,349.03
413,508.35
440,1075.26
457,372.53
482,893.17
484,639.9
542,480.42
562,792.78
563,353.13
572,535.67
585,315.38
600,240.38
623,254.79
694,22.99
789,154.08
802,280.34
813,411.41
840,477.32
909,555.34
922,687.63
936,607.49
992,84.69
239,212.95
244,531.23
272,786.27
273,680.43
304,995.77
305,1221.56
322,550.09
350,490.65
446,463.41
497,358.55
579,261.33
588,337.8
590,627.62
624,283.47
679,313.45
685,662.32
785,145.2
949,536.72
257,283.85
277,345.95
692,33.32
776,491.62
604,292.51
646,134.23
683,208.08
738,774.24
59,750.35
599,339.16
807,271.21
402,419.5
545,719.71
844,62.72
521,426.51
523,249.99
553,138.28
554,99.26
598,148.86
766,72.46
867,49.09
75,461.67
175,362.58
571,756.79
663,423.41
815,234.58
877,373.27
880,711.75
901,86.67
982,67.71
921,214.69
140,539.8
274,221.34
334,116.28
447,677.52
819,85.45
933,241.75
289,170.4
312,1042.57
465,367.85
797,133.0
617,57.8
735,82.03
929,136.93
246,305.89
332,338.75
407,367.13
451,303.98
488,177.68
499,585.13
500,489.67
672,426.58
729,189.56
9,441.01
913,151.97
951,130.21
559,359.77
577,254.21
610,555.62
783,249.92
299,448.39
999,27.51
779,44.48
149,512.76
344,201.2
381,384.92
575,220.11
760,64.97
364,319.55
49,258.8
50,477.47
984,110.39
512,337.03
849,153.66
855,270.58
645,64.2
697,31.09
906,195.25
907,144.28
382,128.32
383,60.18
386,187.86
391,424.53
396,194.29
398,37.14
668,49.15
851,263.94
235,600.12
241,344.58
639,132.79
926,258.97
927,100.83
930,312.76
931,283.35
631,31.0
195,450.7
369,166.28
471,435.11
501,319.68
539,259.36
676,71.86
724,86.04
778,236.5
786,130.22
799,348.76
818,515.92
821,70.63
857,250.67
882,170.46
643,401.15
934,81.9
331,428.32
374,208.97
536,347.65
664,218.73
742,58.82
749,142.11
276,283.67
764,367.51
822,226.55
829,49.98
315,155.34
341,257.77
696,196.03
872,389.55
875,46.1
416,50.38
538,33.32
854,450.84
479,4.77
629,34.78
905,252.51
869,22.3
852,29.17
348,116.06
810,495.78
628,232.83
947,186.52
705,185.59
845,773.06
627,323.62
678,107.3
710,189.95
968,35.54
969,123.69
709,25.75
800,151.35
745,177.24
911,150.81
941,13.14
966,29.11
528,88.64
682,145.52
824,70.19
839,103.26
903,61.45
587,449.73
865,227.99
202,7.28
689,3.84
677,35.94
850,43.83
886,173.98
899,29.64
715,140.58
887,67.95
793,13.0
637,102.54
924,86.37
977,47.92
787,5.2
636,19.91
755,112.57
842,83.4
928,26.37
487,186.21
503,246.46
558,89.68
650,5.8
596,120.39
330,177.97
721,45.46
878,171.29
953,332.17
964,198.06
898,101.27
920,5.64
841,177.15
871,37.61
939,88.92
622,4.76
988,24.41
997,21.69
879,25.04
507,105.71
765,346.17
505,271.26
833,204.26
625,147.58
740,100.34
472,301.0
712,200.51
534,71.12
831,4.06
986,99.81
814,60.53
897,5.09
657,76.29
722,205.72
737,5.31
584,84.21
835,154.82
811,485.24
952,223.41
574,104.3
718,217.36
774,4.45
806,119.43
567,161.82
620,34.89
843,4.83
943,84.14
475,74.89
889,148.09
619,262.9
630,127.03
733,321.74
825,48.74
858,24.62
868,154.99
904,4.81
794,4.95
43,131.13
945,44.34
962,31.91
923,38.52
894,5.42
989,123.63
836,54.13
848,123.33
861,32.28
770,4.54
805,18.92
757,48.57
414,17.4
632,166.15
985,5.16
659,43.93
782,123.15
959,34.16
960,32.15
961,4.63
915,36.22
680,41.93
948,4.83
761,129.64
791,63.49
870,18.46
873,5.98
874,73.22
456,44.94
773,92.95
891,41.05
993,34.58
801,129.69
784,24.41
864,57.26
866,87.31
884,13.88
888,5.45
991,110.42
415,5.48
449,7.83
603,5.89
605,19.34
916,4.61
795,38.92
669,91.06
942,5.53
967,209.99
830,41.91
463,5.2
561,4.87
701,5.29
727,96.91
893,54.32
912,34.91
522,63.39
817,114.5
606,30.13
673,82.35
716,167.34
763,62.31
902,76.56
827,70.24
713,109.82
958,5.86
972,52.77
762,5.15
595,5.44
781,35.61
583,4.55
524,4.93
688,13.56
790,5.16
775,4.3
876,5.4
863,25.84
578,5.02
994,39.53
846,5.34
938,88.19
626,42.3
634,5.56
946,48.46
910,45.19
998,5.81
995,42.32
788,5.69
944,4.85
750,4.01
862,4.82
780,4.16
853,99.84
881,45.69
965,4.42
973,4.9
975,21.0
