node,mean_size
317,1.23
318,1.315
319,3.645
32,1.27
320,1.39
321,1.085
322,2.46
323,4.02
324,2.185
325,2.27
326,1.27
327,1.155
328,1.19
329,1.515
33,1.12
330,1.315
331,1.41
332,3.16
333,1.215
334,3.045
335,3.515
336,1.135
337,1.275
338,1.225
339,5.225
34,1.24
340,1.105
341,1.565
342,1.92
343,1.325
344,3.27
345,1.55
346,1.54
347,1.1
35,1.15
36,1.19
37,1.055
38,1.22
39,1.28
4,1.135
40,1.825
41,1.5
42,1.095
43,1.015
44,1.1
45,1.245
46,1.085
47,1.17
48,1.5
49,1.185
5,1.285
50,1.28
51,1.065
52,1.1
53,1.605
54,1.14
55,1.545
56,4.81
57,1.265
58,6.91
59,1.505
6,1.175
60,3.5
61,1.055
62,1.755
63,1.22
64,1.165
65,1.215
66,1.47
67,2.95
68,1.15
69,1.24
7,1.335
70,1.02
71,1.01
72,2.815
73,1.33
74,1.04
75,1.36
76,1.165
77,1.17
78,1.245
79,1.295
8,1.18
80,2.28
81,1.06
82,1.845
83,1.115
84,1.375
85,1.82
86,1.14
87,4.805
88,1.33
89,1.33
9,2.36
90,1.23
91,1.165
92,1.33
93,1.18
94,1.67
95,1.13
96,1.315
97,1.07
98,3.5
99,1.26
1000,2.725
1010,4.43
1127,6.63
1134,1.97
1228,5.575
1304,5.28
1474,2.705
1640,1.12
1667,3.615
1703,4.72
1725,5.15
1759,2.785
1840,5.61
924,9.37
974,4.245
985,1.525
1001,16.03
1080,11.59
1095,10.38
1114,11.2
1124,93.43
1155,12.6
1179,5.66
1180,55.895
1207,76.19
1217,12.875
1237,20.775
1349,10.285
1352,131.67
1357,13.215
1358,11.205
1374,10.995
1397,9.915
1422,9.695
1427,12.75
1487,30.12
1506,5.625
1512,6.655
1536,7.515
1542,56.41
1543,10.825
1616,8.15
1673,7.96
1692,11.125
1740,9.705
1767,4.785
1844,17.54
366,14.645
483,25.915
484,31.495
606,17.215
637,20.125
651,8.93
905,4.525
936,9.355
1002,3.82
1105,1.98
1208,2.83
1890,2.67
1003,73.655
1004,90.865
1054,47.97
1059,124.165
1075,57.275
1076,113.38
1079,93.025
1086,129.04
1112,35.76
1126,109.05
1175,92.695
1184,110.49
1191,86.655
1242,72.11
1250,95.31
1255,102.675
1272,74.455
1293,54.42
1305,85.965
1331,105.345
1339,90.88
1340,57.95
1367,112.34
1376,122.145
1380,80.405
1390,125.31
1391,121.745
1416,87.87
1420,107.18
1431,126.065
1435,37.755
1480,63.335
1484,30.865
1488,98.265
1513,56.86
1516,120.895
1520,101.58
1523,59.14
1539,74.01
1540,49.27
1557,102.35
1559,119.675
1563,90.81
1589,133.085
1597,88.52
1598,100.155
1600,90.765
1612,125.965
1613,120.76
1614,74.305
1618,21.17
1622,123.21
1623,76.33
1637,85.365
1639,61.345
1641,9.055
1644,56.7
1652,59.695
1653,63.91
1659,75.695
1662,105.25
1663,126.68
1683,88.73
1689,102.925
1707,125.625
1712,90.14
1717,105.465
1721,92.795
1724,44.435
1737,85.09
1741,90.96
1746,124.86
1750,99.36
1752,94.665
1765,53.25
1779,6.36
1789,87.795
1795,88.475
1799,115.685
1800,143.22
1809,87.12
1816,94.26
1819,72.335
1827,132.57
1835,125.45
1843,47.375
1851,29.155
1867,104.595
1877,64.705
1888,131.68
906,73.145
925,126.325
946,115.455
967,85.425
1017,114.95
1078,124.045
1091,24.61
1092,55.885
1101,94.47
1128,67.59
1146,106.285
1149,89.93
1163,87.525
1181,65.895
1185,111.35
1198,81.205
1199,136.32
1209,71.155
1211,132.88
1267,103.76
1287,70.765
1289,81.55
1290,85.54
1291,97.53
1302,91.63
1330,95.01
1335,98.27
1344,78.12
1375,58.81
1399,109.265
1437,49.71
1467,98.805
1471,117.99
1491,95.41
1522,123.015
1524,50.57
1532,42.4
1538,71.115
1547,89.76
1554,105.595
1584,124.125
1603,99.62
1610,111.27
1617,90.83
1620,92.665
1621,124.28
1632,65.41
1643,89.965
1688,75.58
1714,125.065
1730,131.02
1735,81.045
1736,109.68
1757,109.955
1796,66.795
1804,125.85
1810,84.825
1833,121.35
1842,96.7
1849,106.535
1879,111.475
1886,90.36
916,103.73
952,82.63
1005,4.35
1089,3.08
1213,5.105
1259,7.56
1415,4.545
1469,10.79
1504,9.085
1507,5.655
1624,3.87
1672,5.2
1783,15.395
964,5.59
1006,110.895
1024,71.605
1039,27.795
1040,62.545
1063,25.215
1069,21.84
1083,88.89
1107,106.38
1123,69.015
1125,93.915
1130,58.05
1132,110.705
1153,98.02
1156,86.21
1172,83.865
1201,61.11
1214,86.735
1219,57.265
1222,83.135
1230,101.535
1238,111.015
1256,103.15
1271,82.04
1285,48.88
1288,81.36
1336,48.4
1341,90.135
1351,71.71
1361,116.115
1370,93.325
1388,66.69
1398,40.14
1402,65.24
1449,79.13
1456,102.335
1530,93.0
1551,111.795
1556,40.925
1604,113.09
1605,68.99
1619,80.38
1665,99.17
1668,97.78
1702,24.635
1768,132.805
1791,96.015
1793,111.88
1813,106.36
1821,36.205
1823,102.725
1826,80.505
1839,106.365
1845,87.795
1864,84.41
1868,97.935
1874,14.2
1898,80.455
1900,29.7
1902,101.22
959,34.335
960,84.82
966,104.5
972,24.5
982,63.075
983,55.98
993,110.085
997,80.495
999,66.805
1007,3.45
1021,12.185
1067,12.16
1070,7.01
1104,19.645
1170,6.1
1303,8.325
1393,37.195
1426,12.23
1429,12.775
1531,4.73
1573,6.58
1661,17.04
896,13.52
917,16.05
935,1.09
1008,6.56
1073,4.5
1337,10.85
1505,4.69
1674,17.915
1708,4.05
1911,10.875
1009,10.83
1014,16.45
1015,3.445
1036,7.605
1044,7.355
1060,10.755
1066,9.895
1082,13.705
1100,6.995
1148,12.825
1158,8.035
1204,15.26
1227,13.86
1229,11.755
1235,11.25
1257,11.84
1261,6.965
1277,13.4
1284,10.735
1322,13.935
1324,4.845
1345,14.145
1381,8.775
1392,6.15
1404,10.015
1423,8.515
1459,17.93
1475,7.82
1583,15.615
1592,2.325
1596,18.5
1611,9.94
1628,13.33
1635,7.355
1636,12.36
1655,10.255
1680,13.73
1691,16.6
1716,12.97
1720,9.99
1729,9.825
1786,10.825
1790,4.66
1850,5.33
1857,10.19
1862,11.43
1872,7.795
1893,17.725
1899,7.995
1903,3.32
989,5.94
994,11.435
1035,3.04
1037,5.775
1051,6.58
1141,2.175
1159,11.825
1275,7.975
1308,4.785
1366,11.6
1412,4.625
1472,12.27
1496,5.805
1500,7.915
1525,5.445
1529,5.29
1549,9.685
1633,4.065
1650,4.635
1709,5.705
1770,3.96
1781,5.205
1785,2.79
1828,10.295
389,6.91
1011,3.455
1041,6.03
1052,6.34
1072,3.315
1109,8.03
1131,3.16
1169,2.46
1189,2.845
1249,1.485
1258,4.81
1260,2.9
1338,8.385
1348,3.355
1482,7.005
1541,6.11
1748,6.265
1756,2.15
1815,3.25
1904,4.99
944,5.755
977,6.085
1012,10.38
1074,53.73
1113,10.69
1223,10.275
1318,5.075
1320,11.8
1400,8.315
1407,38.19
1436,6.935
1699,4.705
1778,6.185
1881,10.55
1882,5.94
353,13.73
526,43.065
948,8.115
1013,12.485
1385,11.545
1465,114.395
1574,12.495
1713,2.695
1777,1.18
428,11.825
563,13.545
1018,8.025
1020,9.555
1032,14.945
1099,11.055
1102,9.605
1108,7.535
1129,13.25
1166,11.445
1192,10.84
1215,4.905
1231,9.82
1241,4.92
1245,7.055
1273,10.555
1281,10.67
1282,12.42
1286,5.935
1292,8.425
1309,10.53
1316,8.29
1347,13.11
1373,8.63
1382,5.985
1396,8.555
1406,4.085
1451,7.5
1454,11.665
1462,13.655
1473,16.625
1495,11.965
1502,11.105
1508,4.925
1515,11.775
1582,6.485
1595,5.985
1638,8.07
1706,7.11
1732,6.16
1742,10.32
1751,11.44
1812,7.9
1820,12.92
1824,8.395
1848,6.315
1871,13.52
1875,7.13
1894,11.865
1907,4.375
898,5.64
900,1.2
933,6.565
942,7.165
954,4.9
969,6.645
971,3.73
984,6.23
1120,8.4
1298,10.46
1315,7.08
1479,7.39
1576,12.295
1682,11.5
1715,14.955
1884,4.725
1016,1.815
1138,3.25
1177,1.405
1218,3.24
1403,2.145
1499,1.33
1889,2.805
956,1.13
979,2.925
1028,66.97
1117,92.49
1187,4.69
1269,101.955
1401,14.74
1457,53.5
1501,13.475
1669,108.755
1685,83.33
1761,95.67
1782,65.14
1909,23.42
947,90.965
978,89.265
980,101.94
1578,8.12
1019,8.085
1115,6.24
1221,9.37
1279,8.94
1350,8.135
1413,9.31
1432,7.96
1448,4.68
1587,16.15
1591,14.49
1859,7.255
596,12.865
902,3.64
988,8.35
1081,9.63
1503,3.52
919,3.805
941,12.51
1334,66.72
1022,5.78
1023,6.035
1445,3.345
1615,3.11
1687,11.28
1806,3.41
1861,84.1
649,2.805
1133,7.77
1442,3.78
1458,18.89
1571,41.78
1863,30.7
1025,8.525
1332,5.29
1464,5.74
1526,5.535
1545,8.105
1696,6.44
1794,8.325
1853,3.68
1897,12.35
1901,2.475
348,16.56
517,21.035
538,14.07
580,10.96
1026,61.94
1048,73.975
1164,27.805
1182,61.975
1312,66.245
1369,31.65
1377,127.455
1409,82.225
1460,47.99
1509,94.82
1517,43.51
1570,88.265
1590,85.365
1675,89.135
1734,47.265
1753,81.525
1775,12.03
1846,28.61
1883,20.285
921,87.9
926,25.76
927,60.44
932,52.945
934,85.73
1027,4.35
1627,1.705
1329,88.88
1365,41.545
1700,20.75
1718,139.865
1029,64.365
1056,60.665
1084,12.76
1160,73.66
1165,3.96
1171,9.81
1173,94.095
1205,88.245
1220,8.805
1280,65.65
1323,74.385
1346,4.98
1359,72.465
1447,106.745
1470,58.265
1483,90.165
1519,22.52
1535,70.79
1537,12.06
1553,13.55
1577,136.42
1580,86.11
1608,96.665
1609,79.465
1722,51.76
1772,54.265
1774,46.13
1856,5.08
897,44.2
953,96.03
995,52.29
998,7.58
1030,4.91
1043,3.205
1111,3.665
1197,5.75
1252,2.86
1254,3.01
1368,1.97
1788,1.92
909,6.12
955,2.795
1031,3.79
1098,1.77
1666,2.06
1247,3.21
1489,6.225
1649,11.035
1704,12.965
1033,4.455
1274,9.77
1307,6.7
1325,3.565
1360,3.125
1433,5.575
1511,5.76
1567,4.795
1697,8.29
1698,5.655
1908,2.98
908,4.01
951,9.93
970,1.19
1034,2.78
1283,11.21
991,9.18
1152,4.88
1246,8.735
1296,3.19
1646,14.925
1745,11.13
1550,5.32
1647,9.35
1841,10.995
957,6.33
981,6.065
1299,4.09
1630,12.54
1681,3.905
1727,7.57
1855,4.24
1876,5.47
1038,6.165
1161,7.03
1518,4.405
961,2.81
1832,46.095
1121,6.38
1139,5.975
1226,8.45
1306,5.215
1428,3.795
1739,5.03
1831,12.095
1869,2.66
949,2.56
1042,4.46
1167,6.26
1225,3.915
1634,2.67
1686,6.77
943,2.175
1045,1.69
1384,4.545
1896,8.74
1593,4.01
1046,1.86
1194,3.17
1586,2.735
1047,50.35
1110,48.09
1239,14.35
1243,91.87
1327,30.74
1389,48.995
1626,17.445
1811,61.425
1891,68.25
907,8.61
1049,73.66
1116,31.94
1195,46.59
1265,33.18
1450,3.88
1485,55.185
1528,59.325
1754,45.88
1278,40.915
1317,9.05
1534,4.535
1572,47.665
1050,4.015
1055,4.74
1266,3.505
1328,4.085
1441,4.65
1544,5.025
1564,9.205
1585,3.375
1822,1.51
1905,2.19
1064,5.105
1183,4.83
1188,4.295
1236,3.11
1310,4.59
1355,2.985
1444,10.175
1481,4.005
1569,11.985
1738,4.855
1807,10.69
1106,6.09
1343,12.885
1408,6.905
1453,10.07
1818,8.345
1885,15.965
1895,2.58
913,19.885
914,3.335
965,5.465
968,17.58
1053,2.935
1062,7.665
1607,4.01
1808,1.595
1434,3.58
1135,63.1
1527,4.64
1805,11.135
1057,2.59
1664,2.025
1058,7.665
1077,2.105
1552,1.055
1642,2.54
1728,9.61
641,11.075
975,19.405
1061,3.88
1136,3.995
1144,3.66
1174,2.65
1494,2.885
1676,4.38
928,3.09
1094,2.78
1202,6.185
1212,3.015
1234,2.885
1342,3.18
1356,5.005
1372,4.59
1443,2.355
1478,3.73
1497,18.265
1566,6.795
1671,4.365
1694,4.985
1743,2.3
1829,3.93
1910,2.49
931,5.03
939,5.77
962,7.545
1065,6.525
1379,8.66
1438,6.245
1873,5.385
1068,50.32
1660,4.31
1071,2.045
1085,8.175
1087,4.245
1088,4.21
1090,3.59
1093,3.775
1096,2.305
1097,5.075
1103,6.92
1118,6.815
1119,1.485
1122,12.595
1137,4.755
1140,2.535
1142,8.525
1143,10.64
1145,1.88
1147,4.725
1150,3.22
1151,5.99
1154,1.165
1157,5.1
1162,4.605
1168,3.225
1176,2.845
1178,5.28
1186,2.185
1190,10.73
1193,4.165
1196,24.83
1200,2.18
1203,1.935
1206,1.055
1210,7.34
1216,10.33
1224,1.89
1232,5.915
1233,2.555
1240,1.105
1244,6.44
1248,4.68
1251,4.735
1253,4.675
1262,4.17
1263,4.23
1264,1.15
1268,3.8
1270,2.555
1276,7.275
1294,6.685
1295,1.765
1297,4.77
1300,4.7
1301,4.105
1311,3.845
1313,10.38
1314,3.41
1319,3.87
1321,11.635
1326,3.51
1333,3.125
1353,4.72
1354,2.005
1362,2.76
1363,2.62
1364,2.915
1371,4.36
1378,3.415
1383,4.335
1386,1.0
1387,7.48
1394,2.1
1395,2.675
1405,22.96
1410,1.315
1411,5.985
1414,2.525
1417,4.47
1418,7.01
1419,5.725
1421,1.495
1424,6.68
1425,6.15
1430,4.69
1439,27.0
1440,13.955
1446,5.32
1452,2.41
1455,3.01
1461,3.92
1463,20.49
1466,4.48
1468,2.09
1476,3.45
1477,6.565
1486,2.87
1490,4.425
1492,8.01
1493,7.515
1498,6.765
1510,2.9
1514,6.71
1521,3.445
1533,6.27
1546,3.31
1548,4.905
1555,4.16
1558,2.8
1560,1.0
1561,6.535
1562,5.205
1565,9.19
1568,3.39
1575,12.495
1579,2.86
1581,1.975
1588,5.025
1594,11.39
1599,2.455
1601,1.46
1602,5.87
1606,7.755
1625,5.39
1629,3.79
1631,3.255
1645,7.685
1648,4.825
1651,5.475
1654,4.605
1656,8.285
1657,2.77
1658,7.09
1670,11.235
1677,7.245
1678,11.79
1679,9.705
1684,29.99
1690,5.36
1693,1.885
1695,3.88
1701,3.44
1705,2.415
1710,18.27
1711,4.86
1719,5.445
1723,47.585
1726,4.405
1731,2.99
1733,3.185
1744,10.845
1747,4.495
1749,2.115
1755,1.705
1758,4.055
1760,1.89
1762,2.27
1763,4.005
1764,10.285
1766,6.525
1769,30.25
1771,16.185
1773,4.755
1776,3.505
1780,13.32
1784,2.895
1787,4.805
1792,1.825
1797,4.735
1798,3.48
1801,5.055
1802,4.55
1803,8.7
1814,2.065
1817,6.27
1825,6.22
1830,9.695
1834,1.495
1836,26.155
1837,1.71
1838,6.755
1847,5.65
1852,9.74
1854,1.09
1858,9.53
1860,9.725
1865,4.655
1866,3.155
1870,6.31
1878,6.27
1880,4.58
1887,2.01
1892,1.535
1906,2.89
363,8.195
376,8.91
414,8.685
420,3.46
475,9.51
566,14.48
601,3.51
629,2.745
899,4.195
901,5.575
903,5.735
904,3.11
910,2.74
911,1.845
912,2.49
915,5.095
918,1.445
920,15.835
922,22.145
923,1.1
929,2.315
930,8.525
937,5.8
938,3.18
940,1.28
945,2.325
950,2.25
958,5.2
963,8.535
973,6.36
976,3.245
986,2.04
987,4.14
990,2.56
992,2.315
996,1.74
3437,10.075
3440,1.99
3456,2.33
3495,2.59
3501,3.73
3525,2.175
3540,1.81
3550,1.6
3556,1.36
3561,1.49
3577,2.385
3592,1.75
3609,2.025
3633,2.855
3651,1.82
3674,2.23
3677,2.085
3684,2.385
3692,1.95
3721,2.62
3741,1.455
3750,2.015
3756,2.42
3797,2.22
3830,3.775
3851,2.35
3872,1.295
3877,2.47
3886,1.755
3943,1.955
3948,2.295
3962,2.255
862,1.98
2677,2.165
2826,1.525
3290,1.75
1912,232.035
1926,109.505
1932,89.865
1939,79.61
1945,125.065
1951,16.11
1955,97.83
1972,15.87
1973,20.99
1976,16.195
1991,8.905
1995,18.335
1998,9.855
2001,16.09
2004,16.33
2007,139.005
2009,12.45
2018,14.635
2024,8.45
2027,10.9
2032,122.825
2038,95.79
2039,105.92
2042,102.27
2054,123.46
2068,111.66
2071,118.54
2072,131.505
2081,133.01
2102,138.965
2111,139.795
2116,32.73
2117,122.565
2127,106.11
2128,90.63
2133,109.265
2135,103.055
2138,118.635
2143,95.95
2153,128.825
2157,12.905
2171,16.565
2174,114.8
2180,124.305
2183,121.925
2187,143.39
2189,116.895
2199,132.64
2203,94.89
2223,114.25
2224,125.475
2225,13.405
2247,104.855
2250,114.875
2254,82.895
2264,76.295
2267,77.21
2268,116.935
2279,119.675
2283,138.865
2284,15.43
2289,134.73
2292,127.355
2302,121.43
2319,115.745
2327,114.995
2336,143.795
2337,8.755
2364,12.075
2378,14.33
2384,138.605
2398,107.44
2417,78.995
2436,114.105
2445,82.74
2447,14.46
2451,111.795
2458,92.365
2459,15.265
2461,113.74
2463,113.305
2471,116.985
2472,80.65
2475,102.515
2491,117.675
2494,14.49
2498,104.185
2502,54.805
2508,113.195
2510,127.955
2511,116.21
2529,46.325
2533,100.625
2538,6.955
2543,227.17
2547,66.065
2571,30.83
2583,11.41
2589,89.125
2598,136.81
2617,104.35
2629,125.2
2635,27.565
2636,14.65
2640,15.45
2643,80.715
2647,9.95
2649,107.715
2653,76.15
2660,13.18
2724,4.765
2752,2.42
2775,2.09
2869,6.44
2892,2.78
2962,4.815
3001,1.845
3019,3.865
3100,2.75
3162,2.805
3168,3.14
3233,3.405
3295,5.28
3304,3.88
3331,2.505
3366,3.605
3404,1.655
3406,4.775
3412,3.69
2813,1.76
2971,1.225
3034,3.16
3178,1.54
3410,2.0
3420,1.6
2968,1.555
2976,2.6
3011,2.81
3179,6.115
3245,1.595
3263,2.66
3278,1.775
3289,1.44
1920,108.545
1941,191.585
1948,103.965
1959,100.785
2028,113.725
2047,138.19
2053,103.115
2065,39.94
2087,143.14
2125,107.305
2132,70.535
2134,87.805
2148,97.715
2149,111.775
2169,120.96
2191,110.84
2194,109.155
2196,99.725
2198,60.19
2239,67.8
2266,214.005
2282,134.705
2285,63.265
2293,68.59
2315,78.15
2328,132.315
2332,91.505
2333,132.05
2338,104.14
2347,228.265
2351,114.96
2368,87.625
2372,106.725
2385,62.275
2399,68.605
2420,88.35
2496,38.51
2501,82.485
2509,115.84
2512,108.535
2516,97.88
2530,58.89
2542,207.81
2555,128.15
2567,128.295
2592,120.175
2597,100.78
2608,104.595
2642,104.41
2678,1.605
2725,1.44
2734,2.04
2760,1.555
2764,2.08
2883,2.17
2964,1.335
3005,2.71
3020,2.41
3062,4.315
3079,3.09
3164,2.27
3165,1.72
3205,1.33
3258,3.575
3386,3.555
3409,1.965
2693,1.99
2822,2.465
2979,1.485
3101,7.63
3222,3.13
3248,2.065
3265,3.74
3361,1.39
3385,4.17
1913,15.71
1916,66.99
1940,102.665
1947,108.25
1954,74.11
1994,76.905
2002,97.445
2010,98.95
2026,114.525
2052,109.11
2062,88.66
2101,60.625
2137,72.4
2144,78.055
2151,98.065
2163,47.05
2176,90.46
2215,69.195
2241,119.905
2246,100.915
2273,100.01
2294,99.89
2295,17.125
2298,16.12
2343,94.67
2344,107.39
2355,43.3
2377,81.34
2389,28.515
2394,72.175
2413,15.0
2419,109.775
2465,70.75
2468,185.585
2519,42.205
2544,50.2
2582,110.225
2588,95.295
2594,98.25
2605,15.11
2609,72.125
2616,108.085
2903,1.535
2938,2.68
2941,1.8
2999,2.985
3201,6.4
3319,3.45
3355,5.35
3057,1.865
3097,3.285
2707,1.765
3111,3.02
3186,2.885
2661,6.38
2662,4.165
2663,2.54
2664,7.04
2665,3.545
2666,6.385
2667,2.085
2668,2.515
2669,7.975
2670,1.49
2671,1.38
2672,3.49
2673,2.515
2674,6.0
2675,3.545
2676,10.3
2679,7.345
2680,6.01
2681,4.025
2682,1.455
2683,7.135
2684,3.13
2685,1.74
2686,4.305
2687,2.19
2688,2.455
2689,7.81
2690,2.53
2691,1.2
2692,1.415
2694,8.465
2695,1.33
2696,1.59
2697,1.46
2698,4.75
2699,1.425
2700,1.38
2701,3.515
2702,2.165
2703,1.735
2704,1.435
2705,2.795
2706,6.25
2708,3.385
2709,1.675
2710,2.015
2711,3.43
2712,3.825
2713,2.79
2714,1.13
2715,1.835
2716,5.135
2717,4.12
2718,3.15
2719,8.485
2720,4.525
2721,2.245
2722,1.355
2723,1.525
2726,2.23
2727,1.38
2728,2.515
2729,4.775
2730,3.56
2731,2.81
2732,1.245
2733,1.89
2735,2.705
2736,1.17
2737,2.26
2738,5.53
2739,2.95
2740,1.165
2741,3.67
2742,7.105
2743,4.61
2744,1.6
2745,3.33
2746,2.0
2747,1.475
2748,6.675
2749,5.09
2750,10.415
2751,3.49
2753,4.91
2754,10.68
2755,9.8
2756,3.24
2757,6.98
2758,3.6
2759,1.84
2761,3.655
2762,2.285
2763,5.41
2765,4.71
2766,1.425
2767,1.595
2768,2.36
2769,1.3
2770,4.955
2771,1.2
2772,2.41
2773,4.065
2774,1.305
2776,1.66
2777,5.765
2778,6.675
2779,1.93
2780,4.55
2781,5.665
2782,8.49
2783,2.615
2784,2.02
2785,2.48
2786,7.44
2787,4.02
2788,1.655
2789,2.275
2790,1.07
2791,1.815
2792,1.56
2793,5.32
2794,4.785
2795,2.2
2796,4.205
2797,2.58
2798,1.14
2799,1.18
2800,6.685
2801,1.6
2802,2.095
2803,3.8
2804,1.775
2805,1.535
2806,5.95
2807,1.645
2808,1.76
2809,2.055
2810,4.8
2811,1.715
2812,2.64
2814,3.635
2815,4.39
2816,1.71
2817,1.635
2818,1.925
2819,2.43
2820,1.49
2821,2.82
2823,3.065
2824,1.485
2825,1.72
2827,5.975
2828,5.45
2829,2.345
2830,2.275
2831,2.43
2832,2.21
2833,5.885
2834,1.935
2835,4.155
2836,2.34
2837,1.36
2838,1.405
2839,9.905
2840,2.19
2841,2.06
2842,1.465
2843,2.685
2844,1.955
2845,2.495
2846,2.34
2847,1.595
2848,1.725
2849,7.255
2850,3.795
2851,2.61
2852,2.415
2853,5.085
2854,6.095
2855,1.565
2856,2.075
2857,1.16
2858,1.83
2859,2.345
2860,1.22
2861,1.6
2862,5.79
2863,7.32
2864,7.475
2865,2.72
2866,7.975
2867,9.17
2868,1.98
2870,1.895
2871,3.24
2872,4.875
2873,5.675
2874,3.89
2875,4.305
2876,2.18
2877,9.59
2878,1.765
2879,1.59
2880,6.305
2881,3.615
2882,1.345
2884,1.14
2885,3.665
2886,2.265
2887,3.115
2888,1.28
2889,1.945
2890,6.35
2891,2.79
2893,1.675
2894,4.61
2895,1.415
2896,3.92
2897,5.625
2898,1.205
2899,1.53
2900,1.6
2901,4.74
2902,1.445
2904,6.04
2905,5.355
2906,7.105
2907,4.975
2908,3.575
2909,5.12
2910,5.68
2911,6.795
2912,5.175
2913,5.965
2914,4.795
2915,6.405
2916,6.71
2917,4.065
2918,2.15
2919,7.015
2920,5.765
2921,2.515
2922,1.44
2923,4.475
2924,3.405
2925,6.645
2926,1.41
2927,10.015
2928,6.785
2929,4.555
2930,3.145
2931,4.425
2932,2.865
2933,2.81
2934,1.675
2935,1.675
2936,4.665
2937,4.575
2939,5.145
2940,5.055
2942,1.61
2943,6.915
2944,9.2
2945,4.99
2946,4.54
2947,1.73
2948,2.17
2949,1.545
2950,3.97
2951,5.345
2952,2.595
2953,3.31
2954,1.585
2955,2.665
2956,8.65
2957,1.38
2958,1.995
2959,1.35
2960,5.885
2961,1.94
2963,1.185
2965,2.475
2966,8.175
2967,3.69
2969,6.515
2970,5.085
2972,1.54
2973,5.86
2974,5.04
2975,1.18
2977,3.415
2978,2.825
2980,1.495
2981,2.18
2982,1.405
2983,1.315
2984,2.495
2985,5.03
2986,7.94
2987,2.525
2988,4.365
2989,4.12
2990,1.4
2991,4.09
2992,3.615
2993,5.07
2994,5.33
2995,2.265
2996,2.185
2997,1.88
2998,1.28
3000,8.79
3002,3.64
3003,1.42
3004,5.145
3006,1.28
3007,2.82
3008,1.38
3009,2.74
3010,2.585
3012,1.135
3013,2.56
3014,3.41
3015,1.98
3016,2.95
3017,4.755
3018,2.31
3021,3.91
3022,5.635
3023,3.18
3024,1.38
3025,4.595
3026,6.665
3027,4.525
3028,2.285
3029,5.29
3030,1.455
3031,1.6
3032,2.58
3033,6.735
3035,6.735
3036,2.555
3037,3.47
3038,5.76
3039,2.015
3040,4.49
3041,2.385
3042,2.61
3043,1.98
3044,1.42
3045,2.14
3046,2.21
3047,5.84
3048,2.015
3049,4.86
3050,2.055
3051,6.875
3052,4.63
3053,1.185
3054,6.785
3055,1.27
3056,6.055
3058,1.87
3059,1.825
3060,5.19
3061,1.735
3063,1.195
