node,mean_size
1151,4.805
1087,2.175
1097,5.53
1094,6.435
1108,3.295
1117,4.29
109,6.955
110,15.98
1093,4.02
1095,4.635
1100,5.725
1123,2.84
164,6.55
1096,6.365
1098,3.985
1121,3.87
3454,3.805
3535,7.63
127,11.905
169,7.775
4510,7.03
50,9.965
602,22.68
611,18.175
1139,3.445
1102,5.22
1141,4.745
1127,3.45
1110,7.595
111,4.745
191,3.97
211,6.04
47,3.54
1138,9.09
1148,7.095
1115,3.815
1116,3.09
4895,3.385
1118,1.915
112,5.005
113,5.45
114,5.775
115,4.745
1122,4.185
183,4.35
200,4.92
201,3.695
1135,5.595
121,6.91
124,4.58
1142,4.645
1143,7.12
1149,5.88
1144,5.58
1145,6.54
1146,5.985
1147,6.49
141,7.065
4906,5.365
4924,4.66
15,7.33
1152,2.285
1153,5.68
1154,6.02
1155,5.58
1156,3.88
1157,2.975
1158,3.38
1159,9.47
1891,3.945
1892,3.415
2010,2.845
1400,15.51
1766,7.98
116,2.705
150,3.95
54,2.875
1160,6.59
1161,11.59
1162,3.485
1163,3.54
1164,3.295
1165,3.65
1168,23.31
400,10.45
1359,2.815
1456,2.63
1626,2.95
2019,2.77
2022,2.59
1166,2.225
1167,7.165
1260,10.59
1234,15.15
1240,15.52
1242,16.59
1256,9.875
1257,27.935
1258,15.235
1259,9.96
1261,16.475
1169,3.625
1170,4.56
1171,2.18
1172,2.805
117,2.22
118,2.16
39,2.59
1761,9.04
2166,2.015
1809,4.98
1173,4.48
1174,4.845
1175,5.365
1176,3.54
1177,9.435
1803,4.835
1804,3.0
1341,3.42
1999,2.61
1344,6.935
1345,6.145
1619,8.495
1652,6.135
1805,5.57
1806,5.935
1178,9.44
1179,9.705
1180,5.18
1181,5.775
1182,8.79
1183,6.77
1184,5.99
1185,4.935
1186,10.1
1187,12.205
161,2.785
1220,3.575
1397,7.975
1651,6.275
1672,5.85
1620,10.32
1935,2.59
1936,2.125
1618,10.005
1623,13.04
1477,19.805
1754,10.955
1765,7.045
1767,4.795
1768,5.56
1188,2.885
1189,2.275
1190,2.36
1191,2.91
1900,1.97
119,4.185
120,3.61
2009,2.195
1677,4.825
1192,12.025
1193,9.83
1194,9.17
1195,6.04
1196,9.835
1197,6.74
1198,4.835
1199,10.06
1200,9.16
1201,16.74
1497,4.35
1508,4.96
1509,4.885
1538,5.965
1539,5.45
1641,8.91
1642,6.17
1643,7.635
1559,4.635
1690,3.43
1374,3.69
1915,7.61
1916,6.53
1917,4.49
1918,5.67
1919,5.185
1920,4.705
1921,4.765
1922,5.01
12,1.69
13,2.28
174,4.79
1379,8.815
1211,16.15
1324,18.105
1364,11.235
1689,9.025
1202,15.71
1203,7.15
1204,27.99
1205,24.1
1206,4.745
1389,19.315
1434,29.65
1451,13.945
1455,16.31
1217,18.92
1517,12.19
1596,19.19
1776,11.335
1868,8.835
1869,11.21
1870,8.94
1207,3.57
1208,5.875
1549,5.425
1209,4.395
1210,10.215
122,5.66
123,5.285
125,7.595
1223,5.91
1231,6.42
1564,7.125
1565,4.795
1566,5.54
1567,5.79
1568,4.87
1569,4.725
1570,4.7
1571,4.855
1572,6.11
1212,6.395
1213,21.515
1214,14.52
1215,13.265
1325,14.255
1421,23.245
1662,7.655
1674,7.42
1675,8.54
1332,5.48
1711,9.325
1216,9.545
1218,4.755
1279,10.255
1473,15.605
1584,8.7
1715,10.79
1718,9.955
1719,13.465
1720,8.605
1721,11.705
1722,9.8
1886,3.785
1219,3.22
1221,2.32
1222,2.38
1929,2.285
1375,2.215
1224,3.21
1225,3.355
1226,3.91
1792,2.975
1872,2.035
1938,2.89
1227,5.455
1228,2.755
1229,9.565
1230,3.035
1247,7.09
1248,8.05
1265,7.99
1269,9.865
1822,4.86
1232,9.71
1280,5.065
1281,4.88
1282,7.105
1283,6.83
1284,5.095
1285,5.055
1233,13.075
1235,14.9
1236,8.13
1237,9.225
1238,6.165
1239,9.245
1241,9.275
1243,6.25
1244,9.185
1245,7.8
1255,9.62
1760,5.66
1560,6.045
1503,5.155
1531,5.29
1575,7.51
1603,6.41
1853,4.055
1246,10.145
1274,5.29
1277,6.345
1278,10.005
1250,8.575
1251,14.925
1252,8.9
1253,6.995
1254,6.765
1563,9.9
1371,7.79
1249,5.395
1685,6.425
1686,3.725
1687,4.74
1688,5.24
1303,8.835
255,4.88
1326,3.52
1468,5.73
1469,7.095
1470,6.75
1866,3.975
2023,3.65
2049,4.63
2237,4.33
1262,8.73
1417,15.435
1471,10.13
1472,13.32
1474,11.515
1602,9.505
1741,7.205
1742,7.055
902,10.58
126,8.715
67,11.725
1525,5.2
1574,8.05
1611,6.58
1263,6.925
1264,7.825
1266,6.12
1267,5.14
1268,8.18
1270,6.75
1271,4.225
1272,3.84
1273,4.925
2258,3.9
1491,3.45
1492,5.455
374,11.135
1354,7.06
1739,9.62
165,5.42
219,4.94
2567,8.465
55,8.325
2249,2.35
2250,2.64
2268,2.845
2269,2.345
1275,3.91
1276,3.545
1650,3.27
1775,3.97
1604,7.07
1733,4.835
1773,9.1
128,3.35
129,4.32
57,4.78
1510,5.12
1758,3.825
2086,4.095
2120,3.48
1887,4.065
2033,2.985
1286,17.385
1287,13.745
1288,17.02
1289,19.86
1290,8.9
1291,9.86
1292,12.515
1293,9.71
1294,19.045
1432,23.085
1635,18.975
1636,14.68
1637,10.74
1390,22.96
1428,18.655
1430,21.625
1431,11.955
1543,12.785
1544,10.44
1847,8.96
1890,8.585
130,7.875
1842,6.71
1638,4.37
1435,17.095
1480,25.97
1295,8.535
1296,8.635
1297,5.32
1298,9.365
1299,6.945
1300,5.525
1301,9.21
1302,8.34
1373,3.95
1573,4.315
1320,13.825
1728,5.825
1595,7.805
1693,6.73
1771,3.7
1807,3.535
4935,1.59
4936,2.125
192,7.91
212,4.86
234,3.62
73,4.845
76,4.335
90,7.68
1941,4.58
1942,3.565
1310,16.42
1409,4.965
1410,6.54
1500,3.72
1819,4.64
1820,5.305
1821,4.435
1304,11.325
1305,4.88
1306,4.91
1307,5.1
1308,5.49
1351,14.44
1829,6.595
1830,5.625
1831,5.41
1832,4.73
1833,5.625
1834,5.815
1835,5.075
1836,5.245
2126,3.48
1465,4.98
2242,5.585
2218,8.46
1309,8.94
1311,5.555
1312,4.395
1313,4.67
1314,4.51
131,6.105
24,5.48
26,12.445
1315,14.49
1316,7.96
1317,6.315
1318,8.62
1319,8.405
1321,8.625
1322,8.98
1413,4.2
1414,3.785
2029,3.185
1857,3.335
1323,6.085
1394,3.255
1395,3.605
1600,6.65
1694,4.61
132,2.92
1385,10.115
1704,9.57
1705,9.95
1706,8.295
1707,9.87
1346,9.82
1365,13.335
1617,8.635
1757,8.585
1327,7.935
1328,8.285
1329,8.36
1330,7.04
1542,3.27
1750,6.62
1845,9.455
133,3.665
134,8.545
1756,5.725
1331,2.525
1333,3.345
1334,5.085
1335,2.24
1448,10.88
1949,2.255
1950,2.06
1336,4.06
1337,8.45
1347,7.44
1338,2.18
1339,2.605
1340,2.335
2183,2.635
135,4.095
136,3.775
83,14.215
2209,2.61
1342,2.77
1343,2.935
1893,2.81
1978,2.905
1825,4.545
1826,4.29
1593,7.685
1660,7.535
1348,18.075
1349,9.625
1350,16.605
1352,13.975
1353,10.105
1505,3.775
1506,8.645
1464,15.275
1731,12.055
1732,6.84
1837,5.415
1838,6.845
1639,16.44
1839,10.64
1956,7.2
1957,6.095
1958,5.24
1959,7.41
1960,7.785
1961,5.675
1355,5.405
1356,3.71
1358,2.58
1357,6.385
4506,5.895
4507,5.35
1360,2.57
1361,4.49
1362,5.17
1363,5.975
1458,3.84
1462,6.325
1425,4.415
1634,8.14
1377,11.925
1378,11.62
1594,6.95
1366,4.575
1774,4.26
911,5.94
1367,6.055
1368,8.11
506,5.315
1369,4.11
1370,2.78
137,6.18
1372,3.18
2188,3.965
1376,2.43
1862,2.585
1380,11.14
1678,10.39
1587,6.45
138,4.31
139,8.865
2625,15.895
2795,11.06
1381,5.24
1382,7.345
1383,3.565
1384,4.685
1392,11.665
1393,4.18
1860,3.885
1992,3.835
1993,4.535
1994,3.685
1386,9.62
1387,8.81
1590,6.86
1591,8.99
1592,6.34
2001,6.225
2002,6.26
1388,13.365
1391,5.345
1512,10.255
1798,5.605
1799,10.72
1801,11.075
145,13.895
1483,21.525
1485,15.77
1769,9.51
1823,8.47
1824,8.805
1396,14.295
1398,8.005
1399,9.165
1401,6.885
1402,16.4
1403,5.655
1404,6.585
1696,5.09
1482,4.545
1737,4.575
14,4.08
1553,8.025
1628,7.29
1749,9.93
1755,9.755
1828,3.115
2014,3.655
2012,4.01
2013,3.49
1405,1.9
1406,3.465
1407,3.965
1408,6.15
1647,4.755
1851,2.7
1852,2.5
1813,5.895
4896,3.825
4901,3.62
4916,4.295
1910,3.81
1971,4.365
2015,6.5
2016,4.31
1411,1.595
1412,3.28
1562,4.19
1858,3.475
1859,2.45
2127,2.125
1415,6.21
1416,16.195
1422,12.84
1423,12.82
1418,7.215
1419,7.495
1420,8.605
1532,6.085
1475,21.61
1684,12.295
1729,9.065
1424,3.365
1426,2.985
1427,4.19
2065,2.225
1644,2.475
1646,4.6
1429,13.73
1723,10.58
1640,17.48
1743,8.89
1850,6.61
1682,19.925
1433,20.875
1436,22.91
1476,15.945
1478,18.285
1479,19.14
555,20.25
1484,17.585
1790,13.835
1856,12.545
1437,2.55
1438,3.445
1439,2.33
1599,2.16
144,7.425
2451,6.82
1440,3.65
1441,4.665
1442,2.825
1443,2.425
1444,4.165
1445,3.51
1446,3.71
897,3.41
2227,1.675
1457,3.82
1561,4.38
1613,2.07
1447,5.925
1449,4.555
1450,5.065
1708,5.215
1712,5.605
1713,5.605
1714,5.5
500,6.515
1875,4.975
197,12.36
198,13.875
199,16.56
1709,3.87
2149,4.365
1452,8.515
1453,6.805
1454,5.91
1597,4.885
1700,7.01
1701,5.08
1545,4.185
2035,2.1
1601,4.525
1459,2.82
1460,2.91
1461,2.0
1589,3.055
146,2.55
147,3.375
148,3.005
1489,3.165
1667,5.96
1670,4.62
1463,8.56
1466,8.27
1467,7.255
2128,3.82
1534,4.88
155,4.425
157,3.01
2048,3.83
1797,4.885
1817,7.87
1490,19.175
223,3.465
264,1.83
1540,14.87
1679,12.64
1680,16.57
1681,9.67
1683,9.44
1481,2.355
2276,2.805
1486,13.225
1843,6.465
1844,12.64
2046,10.155
2047,6.245
1487,4.325
1488,5.745
1499,12.495
149,3.89
151,4.03
152,3.5
554,11.435
1493,1.995
1494,1.98
1495,2.075
1744,2.125
1846,2.105
1496,2.715
1498,2.565
1507,2.215
1668,3.225
2588,15.235
2589,9.99
2590,11.255
2591,12.33
171,3.82
173,3.145
175,4.305
153,5.295
1501,4.34
1502,4.955
1504,2.575
1578,3.2
1576,4.8
1555,4.905
202,6.78
1608,3.235
1888,2.84
1889,3.675
1511,5.77
1513,4.36
1514,6.05
1880,3.555
1881,3.045
1515,6.345
1516,6.985
1520,5.965
1876,8.25
481,5.535
1518,3.95
1519,2.7
1521,3.83
1522,2.81
259,2.62
1530,4.325
1665,5.005
1666,4.095
1873,5.57
2066,3.215
1523,2.47
1524,2.555
1526,3.975
1527,5.065
1664,3.825
1605,4.785
1528,3.945
1529,2.99
1658,2.5
176,5.265
52,7.735
1734,3.595
1533,4.42
1535,2.695
1536,3.06
1537,3.12
1746,3.585
1747,2.99
1748,2.86
2090,2.26
2171,3.685
154,4.87
1541,8.585
1966,8.4
1546,3.335
1547,6.06
1738,5.095
1548,2.84
1717,5.74
1783,8.095
156,5.205
158,3.76
1550,6.5
1551,3.735
1552,3.485
1554,6.21
1598,2.925
1780,3.355
1629,5.1
2061,5.985
2083,4.605
2096,2.83
2097,3.67
1556,3.48
1557,4.61
1558,2.91
1802,3.05
1930,3.49
1932,3.23
2040,2.945
2098,2.96
2038,2.365
1782,5.595
1615,3.79
1810,4.89
2045,2.55
2094,3.08
1616,2.615
2052,3.08
2115,2.965
2116,2.59
838,9.99
912,5.495
913,4.915
1577,5.82
1585,3.995
1588,4.075
1579,4.94
1580,4.64
1581,3.945
1582,3.78
1583,3.23
242,3.9
1716,5.095
1764,4.215
1937,2.105
1586,4.345
1671,4.255
1669,4.14
240,3.65
241,4.27
1659,4.78
2129,9.48
2130,5.995
2131,4.47
2132,4.855
1914,6.53
1772,5.42
484,2.37
16,2.93
17,3.845
18,2.86
228,7.265
1610,3.685
1654,3.595
1655,4.38
1657,5.225
515,5.325
1673,2.565
1606,3.12
1607,2.28
1609,2.71
1791,2.95
162,4.03
2155,2.035
1612,6.54
1614,2.13
1621,7.435
1622,5.445
1795,5.635
1848,5.85
1849,6.33
2101,4.81
2107,3.455
2162,3.375
2163,5.39
2277,3.04
1624,2.18
1625,2.58
1627,6.675
1630,3.575
1631,4.8
1632,4.4
1633,5.26
45,5.69
1933,3.775
1964,4.305
2020,4.065
2207,3.665
1676,4.035
1840,4.62
1841,5.07
2282,2.845
1864,4.75
1883,3.76
1884,4.315
1940,7.88
2063,4.365
2104,3.475
2168,4.1
1645,2.23
1972,1.875
1648,4.755
1649,2.51
1784,6.23
1885,3.365
166,5.925
1871,2.39
1653,4.795
1855,3.265
1997,2.665
1656,2.91
2172,2.785
1794,2.16
2088,3.685
1661,3.335
1663,5.085
1785,2.645
167,2.87
262,2.325
265,1.74
35,3.52
1989,3.715
2071,3.705
1811,5.41
2174,2.345
2244,2.88
2943,9.5
2944,19.255
168,5.15
1692,8.06
2278,3.71
2272,2.96
2273,2.975
170,5.23
1691,3.15
2080,2.335
2082,2.055
1967,5.645
2177,3.935
1924,2.915
1695,2.355
1697,3.2
1698,4.595
1699,3.12
32,2.09
33,3.735
34,2.06
227,7.385
1702,8.675
1703,5.565
1796,2.615
1800,7.185
1979,8.015
2099,5.745
2100,5.28
1710,3.225
172,2.12
1762,5.43
1789,4.04
1867,8.095
1788,3.58
1724,1.875
1725,2.895
1726,2.63
1727,2.555
1982,5.385
2181,3.73
1730,6.09
1735,2.93
1736,2.97
1740,5.47
244,4.21
2184,3.77
2185,3.76
2186,3.89
2085,3.89
1745,2.265
1965,2.7
2239,1.71
1751,6.175
1752,4.505
1753,6.44
2092,2.785
1759,4.545
1878,2.19
1879,3.135
260,3.155
535,7.465
547,4.0
1781,5.2
1763,2.73
2202,3.325
177,7.2
30,9.48
77,5.105
1770,2.3
1778,3.285
1777,6.735
2190,5.225
2198,4.125
1779,2.53
1786,2.09
178,4.565
2199,2.445
1818,3.52
1787,1.62
180,10.64
1793,2.57
2226,2.975
1909,2.965
2133,5.12
213,5.135
214,4.435
215,3.625
216,4.34
217,9.415
1969,2.755
2117,2.755
1827,3.205
2179,2.055
1808,4.575
181,3.405
182,3.585
1812,2.11
1896,4.015
1903,4.345
1963,4.575
2208,3.54
1814,2.19
1815,2.08
1816,2.545
1895,6.065
1987,8.81
2069,6.6
1981,7.41
2240,8.11
1977,2.07
2182,2.27
2251,5.91
2248,5.1
2241,3.82
2257,3.26
2256,3.795
2217,5.305
2219,7.26
2220,5.19
2221,5.2
2222,5.33
184,5.925
186,5.765
2146,4.155
2007,9.15
2059,6.95
2194,3.725
2264,4.9
2193,3.635
2214,7.41
185,5.64
221,3.81
2197,8.425
1854,2.305
2196,7.835
2262,7.5
2153,2.415
2154,2.475
187,7.755
1861,2.98
1863,2.7
1934,2.97
2108,2.875
1865,2.61
2229,2.88
2235,2.39
2189,5.005
2213,4.78
2234,3.875
2281,4.705
1874,6.02
2113,4.1
2224,4.05
1877,2.46
2067,4.795
2178,5.215
2195,5.94
2205,2.795
256,1.965
257,2.005
258,2.055
1882,3.1
2204,3.49
2106,2.275
2175,2.72
2231,3.615
2105,1.495
189,5.05
71,10.705
2043,1.95
2044,2.78
1894,3.69
1902,3.525
1904,4.025
1905,3.61
1906,3.335
1897,3.255
1898,4.615
1899,3.36
1945,3.1
2058,4.63
19,2.725
20,4.96
190,4.845
42,3.34
1901,1.535
2051,4.46
2135,3.115
1907,2.405
1908,3.13
2054,2.7
2136,2.475
2165,2.49
231,2.705
1911,2.225
1912,3.745
1913,3.095
2026,3.35
2055,3.595
1976,5.04
2056,4.825
2057,3.915
2077,3.875
1939,4.925
2076,3.675
2157,2.875
222,4.155
232,4.89
233,2.98
2075,3.81
2259,2.37
1923,2.2
1925,2.27
2030,2.575
1926,3.305
1927,2.685
1928,4.01
2119,2.865
2003,2.42
193,2.605
220,2.595
74,4.1
1931,2.485
2118,2.51
1962,3.05
2074,3.79
2095,4.17
1943,5.445
1944,3.775
2216,2.87
1946,2.24
1947,1.93
1948,3.15
1995,1.56
2232,3.005
2233,2.61
1951,1.59
1952,3.215
1953,3.845
1954,2.865
1955,2.83
2151,3.125
2070,3.68
1968,2.34
1970,2.185
2125,2.265
206,4.245
207,5.79
208,16.27
1973,1.505
1974,3.24
1975,2.38
2160,3.405
2201,3.265
1980,5.43
247,7.075
1983,3.96
2228,3.475
1984,6.285
1985,5.68
1986,5.05
2137,3.695
2215,6.87
1988,3.455
1990,2.47
1991,3.07
4257,15.63
651,18.425
964,13.315
1996,2.615
2027,4.35
2041,3.585
2068,5.91
1998,2.01
2000,1.595
428,5.79
435,3.375
436,3.625
437,4.725
438,5.365
21,2.62
22,9.32
236,4.36
2004,2.38
2005,2.365
2006,2.745
2021,2.59
2152,3.48
2173,1.91
2008,8.065
2011,2.56
2017,5.765
2018,3.69
2042,4.185
2236,3.145
203,5.775
2024,3.865
2025,2.565
2028,2.725
3892,4.865
549,7.935
2109,2.01
2031,2.325
2032,2.37
2034,1.725
2139,1.71
2036,1.645
2037,2.185
2039,2.355
204,2.17
205,5.015
2192,3.79
2050,3.225
2111,2.615
2112,3.235
2053,2.295
2142,3.305
2145,3.625
2078,3.5
2073,2.985
2060,3.41
2062,2.8
2064,3.395
2124,2.175
2072,2.775
2150,2.515
2079,1.95
2081,1.65
571,15.02
2084,2.38
2087,2.585
2203,2.09
2089,3.89
2138,3.465
209,2.185
210,3.78
2091,1.82
2093,1.995
2161,3.36
2121,2.405
2191,3.72
2102,2.74
2103,2.285
2176,2.29
2164,1.545
97,4.695
2110,2.485
2114,3.0
2180,3.01
2187,2.385
2140,2.25
2122,2.1
2123,3.735
2134,3.78
2223,3.025
2206,4.28
2167,2.49
2141,3.32
2143,3.235
2144,2.855
2169,1.89
2170,2.03
2238,1.875
2267,2.485
2270,2.71
2147,1.99
2148,3.715
2275,3.495
2158,2.61
2156,2.03
2159,3.225
4245,8.395
542,10.065
218,2.995
2260,3.655
2210,2.25
2246,2.245
2263,3.19
2265,3.62
2200,2.19
23,6.245
27,6.13
2211,1.79
2212,1.8
268,2.065
2243,4.5
2252,6.33
2247,6.075
58,3.145
2254,4.9
2225,2.07
2261,3.285
2230,2.215
224,3.13
225,3.525
2274,2.07
243,3.07
2255,3.435
2253,3.965
2245,2.23
266,2.94
2271,2.25
226,11.54
229,5.065
61,10.24
2266,2.055
230,3.89
92,4.03
2279,2.725
2280,2.555
98,5.475
2283,2.565
2284,3.06
2285,3.51
2294,6.445
2286,6.705
2287,14.95
2329,17.215
2413,7.68
2417,7.785
2442,6.94
2443,7.73
2448,8.065
2476,6.595
2482,8.875
2489,8.855
2490,8.84
2491,6.375
2492,6.845
2288,3.78
2289,5.79
2290,4.13
2310,6.8
2311,8.485
4897,3.395
2291,4.07
2292,5.18
2293,3.64
2367,12.065
2501,4.605
443,10.48
459,7.165
2295,4.695
2296,4.7
2297,5.95
2353,5.87
2496,4.14
2409,3.85
4861,6.775
4876,6.85
2298,3.81
2299,5.255
2300,3.675
2340,3.935
2474,3.835
466,8.635
28,8.08
267,1.93
2369,6.71
2301,5.015
2302,7.855
2303,6.28
2341,6.4
2440,3.275
2493,5.205
2304,2.34
2305,2.605
2306,2.35
2441,4.14
2308,3.32
2307,3.26
2309,4.43
2391,3.795
64,2.575
2312,6.02
2313,6.665
2428,6.705
2460,6.63
2497,3.125
2498,3.16
2314,4.68
2315,10.585
2317,15.29
455,17.615
2316,14.41
2318,9.235
2319,5.275
2320,9.1
2321,7.7
2322,5.645
2323,7.43
2324,9.5
2325,9.215
2326,11.365
2327,9.475
235,3.46
2484,5.03
2439,8.84
2457,5.53
2330,5.47
2332,6.71
2430,5.345
2461,5.565
2462,4.6
2463,4.645
2464,5.82
460,10.035
2328,18.07
2347,11.745
2348,12.265
2349,13.035
2350,12.485
2351,11.555
610,11.32
2471,3.6
2331,4.265
2333,3.685
2338,4.545
2334,1.53
2335,2.155
2339,2.605
2336,3.01
2337,2.715
2346,3.025
2405,3.005
2342,5.925
2343,4.005
2344,3.86
2345,9.12
2368,5.195
2432,3.69
2499,4.505
2500,9.11
2502,7.745
2503,6.205
2504,6.24
2485,3.4
2401,5.1
2402,5.475
2403,5.09
2404,9.08
2449,6.09
2450,5.765
2377,10.74
2397,10.495
2468,8.88
2356,7.85
2352,3.185
2354,3.08
2355,2.91
2373,2.25
2427,5.78
2444,5.375
2357,3.52
2358,5.93
2359,1.94
2407,4.715
2438,5.505
2360,2.89
2361,3.765
2362,3.365
2370,3.145
2465,2.79
2466,3.4
2363,5.415
2364,8.53
2365,5.605
2366,3.645
2384,5.77
4529,6.27
2385,3.99
2382,6.975
2386,5.975
2387,4.59
2388,5.56
2389,8.73
2390,12.86
2483,4.1
238,1.66
2371,3.755
2431,3.835
2372,2.03
2374,1.935
2506,1.575
2375,6.745
2376,6.305
2378,5.235
2458,4.5
2469,7.015
2470,6.3
2475,6.48
2379,2.325
2380,2.415
2381,3.02
2398,2.935
2456,2.595
2488,3.58
2383,3.15
4669,5.755
4553,7.205
4728,3.8
4544,10.72
4667,7.645
4752,8.08
2392,3.21
2393,6.065
2394,2.855
2435,4.725
2395,5.38
2396,3.495
2446,2.57
2399,4.865
2400,4.19
2423,4.04
2452,2.655
2453,2.96
2478,6.365
961,4.81
2408,2.83
2406,5.785
4899,1.97
2410,2.89
2411,2.655
848,4.685
2420,2.62
2412,6.045
2414,3.705
2415,2.88
2416,5.32
2418,3.845
2419,4.23
252,2.745
253,3.02
2421,1.69
2422,2.41
2424,6.345
2454,2.695
2455,5.595
2425,4.86
2426,2.835
2429,4.11
2433,3.795
2434,7.415
467,9.285
2447,2.995
2472,2.415
2473,4.375
2436,5.32
2437,5.37
2495,7.11
245,4.725
246,2.705
2445,2.47
892,6.105
2459,7.945
4554,6.96
2467,4.215
2477,2.87
2479,2.15
2480,3.43
2486,4.055
2481,2.945
609,3.56
4757,3.52
2487,4.285
4898,3.82
4900,3.31
4902,2.6
4564,3.305
4587,4.34
4613,4.065
4775,3.2
2494,4.05
4699,6.325
4700,4.545
4773,5.33
4774,4.835
4825,5.295
4826,3.8
4828,3.79
2505,4.415
4738,3.55
4787,2.65
4788,3.55
2507,3.045
2508,4.135
2509,2.45
4582,5.48
4583,2.525
4584,2.67
4585,2.675
4714,3.14
2510,4.26
2511,11.32
2512,17.82
2513,14.22
2616,24.93
2622,18.265
2626,10.45
2627,9.675
2659,15.75
2745,6.385
2757,7.08
2760,4.93
2514,33.005
2604,36.83
2680,20.42
2681,16.57
2682,19.39
2683,23.385
2684,18.11
557,25.805
560,26.375
2515,26.875
2712,21.62
3019,34.49
3020,22.695
3021,11.445
3022,17.035
2516,5.83
2517,7.775
2518,10.045
2695,13.68
3126,4.19
2549,18.16
3127,5.515
2519,13.47
2520,18.075
2521,25.235
2522,7.865
261,2.25
2572,13.22
2687,9.16
2691,8.065
2692,17.41
2693,10.625
2533,9.51
2536,19.235
2538,19.945
2582,16.915
2607,16.07
2629,9.54
2926,21.845
2933,15.33
3023,4.735
3024,4.295
2523,17.78
2524,29.28
2525,28.26
2592,13.815
2783,43.35
2829,20.075
2830,17.345
2831,17.615
2832,16.3
2833,19.91
2834,18.05
2564,20.045
2615,17.58
2620,15.52
2621,17.505
2736,22.115
2767,14.62
2969,11.29
2970,15.64
2971,15.76
2526,10.43
2527,26.16
2713,10.565
2753,11.335
2754,18.475
2761,22.835
2762,30.98
2763,24.85
2801,15.42
2945,16.045
2528,2.145
2529,3.765
2530,1.54
2531,6.035
2941,3.22
2532,4.62
2534,2.18
2922,3.68
2535,29.045
2537,11.92
2539,15.015
2540,14.67
2541,22.595
2542,22.59
2543,26.105
2544,18.57
2545,9.355
2546,11.53
2547,11.36
2552,11.095
2649,6.495
2650,9.285
2773,17.515
2651,9.535
2652,14.14
2919,11.065
2938,6.845
254,2.745
2972,12.405
2866,37.33
2977,8.97
2978,11.83
2958,23.75
3032,13.475
3033,10.19
3034,23.11
3035,22.35
3036,19.94
3037,14.14
3038,14.565
3039,17.495
3040,6.7
3093,4.55
2805,11.4
2741,7.235
3096,4.47
2548,13.92
2550,7.355
2551,22.185
2694,9.535
2696,11.105
2697,28.775
2991,2.75
2752,25.305
3044,16.91
3045,17.435
2927,14.7
3052,4.93
2553,11.92
2554,29.89
2555,13.95
2556,16.6
2557,28.675
2558,37.195
2559,12.025
2560,18.415
2561,17.76
2562,9.41
2563,13.345
2565,14.645
2594,19.85
2595,10.885
2784,26.235
2785,22.67
2786,22.745
2647,21.1
2790,31.345
2925,32.58
2946,19.245
2947,22.71
2948,17.005
2988,4.345
2989,10.8
2867,22.98
3257,8.175
2631,14.29
3317,5.95
2566,11.74
2568,5.575
4270,3.95
4271,3.98
4246,4.8
4293,2.205
2569,5.17
2570,10.835
2571,4.075
2573,7.84
2574,12.065
2586,13.64
2764,7.89
2765,5.485
2747,7.825
2967,2.78
2968,5.265
2979,5.195
2980,4.005
2575,7.32
2576,3.835
