node,mean_size
3527,25.49
3528,7.655
3529,19.36
3532,9.465
3534,1.06
3539,4.585
3540,5.345
3541,1.035
3542,25.745
3543,59.1
3544,5.03
3545,16.7
3547,16.48
3550,2.14
3551,1.04
3552,20.565
3553,1.025
3554,4.835
3566,18.11
3569,14.515
3579,5.08
3580,1.12
3582,81.015
3584,1.14
3591,69.455
3597,1.125
3598,3.335
3603,1.04
3604,1.14
3607,26.44
3609,1.055
3634,213.37
3636,1.01
3639,1.02
3645,9.95
3649,10.285
3658,61.515
3675,14.845
3677,54.865
3678,1.04
3679,1.015
3680,1.1
3681,1.105
3682,1.04
3684,1.015
3685,17.145
3686,1.12
3688,1.615
3689,1.015
3691,6.98
3708,2.605
3710,1.075
3711,1.015
3712,5.345
3713,13.615
3717,58.93
3721,7.625
3722,4.685
3724,1.6
3728,1.045
3738,4.045
3739,7.71
3762,46.19
3766,4.765
3768,1.19
3775,1.18
3776,1.24
3778,5.54
3780,18.25
3781,26.89
3803,42.56
3810,7.515
3811,46.39
3812,1.13
3813,5.16
3816,16.65
3824,101.985
3829,43.995
3830,1.005
3832,1.335
3833,1.015
3837,1.055
3839,5.365
3842,9.125
3849,1.26
3851,4.37
3852,1.44
3853,5.11
3877,5.41
3887,1.125
3888,1.025
3889,4.71
3890,1.05
3894,27.995
3905,63.345
3907,43.135
3908,15.615
3910,1.28
3926,16.63
3927,1.08
3937,1.46
3940,1.39
3952,134.87
3955,1.135
3964,62.525
3965,1.03
3967,20.395
3981,34.295
3983,1.075
3990,1.26
3998,28.285
4001,1.055
4002,1.03
4005,8.56
4006,5.095
4007,1.21
4012,1.235
4024,274.15
4028,16.965
4029,11.745
4032,1.065
4035,1.015
4044,18.56
4045,1.04
4065,105.385
4067,1.04
4068,1.06
4074,34.505
4075,1.045
4076,1.025
4077,9.925
4084,13.56
4110,17.345
4111,1.01
4112,7.2
4114,1.465
4142,10.345
4148,83.605
4154,1.06
4159,19.17
4160,1.06
4161,5.16
4173,110.87
4239,414.025
4244,1.055
4245,1.06
4272,70.885
4275,10.025
4279,8.26
4282,4.95
4283,1.45
4284,1.33
4287,1.04
4288,3.695
4291,1.075
4292,1.065
4293,5.45
4296,1.1
4299,1.105
4301,7.975
4305,4.865
4308,1.195
4311,1.03
4312,1.075
4313,1.045
4314,1.035
4315,1.005
4318,4.445
4319,1.25
4320,5.205
4323,1.28
4343,70.985
4348,1.065
4349,1.29
4374,24.26
4376,9.195
4377,1.03
4378,1.055
4380,4.775
4390,27.42
4415,55.835
4418,23.22
4419,5.84
4422,45.32
4430,15.58
4444,38.05
4445,1.06
4459,89.455
4460,1.075
4462,1.025
4463,32.015
4465,4.865
4467,4.875
4469,166.07
4471,1.055
4473,1.355
4475,1.05
4481,1.095
4483,1.04
4492,43.205
4498,101.555
4500,1.065
4501,8.415
4502,1.19
4503,1.02
4504,1.045
4505,1.04
4507,7.29
4511,10.96
4526,32.1
4531,1.3
4532,6.725
4534,5.185
4535,1.05
4540,5.05
4541,1.865
4542,1.12
4544,1.615
4636,178.02
4679,256.475
4684,5.94
4685,3.875
4686,1.05
4687,1.035
4697,5.865
4713,143.37
4734,38.42
4740,41.11
4741,1.08
4742,1.04
4744,4.455
4753,17.35
4786,298.5
4787,1.24
4788,1.05
4789,1.045
4790,1.03
4795,5.895
4796,1.015
4797,1.01
4799,14.715
4815,92.635
4816,5.75
4851,70.75
4870,32.11
4871,1.275
4874,7.475
4880,1.495
4881,1.1
4882,1.13
4891,1.07
4892,1.075
4893,20.165
4903,13.86
4904,39.62
4905,1.14
4906,1.01
4907,1.025
4908,1.88
4910,5.59
4911,1.04
4917,1.16
4930,32.455
4932,1.375
4959,29.52
4971,1.14
4984,5.81
4985,1.035
4995,57.075
4996,1.265
5004,1.19
5019,71.4
5034,175.51
5050,19.205
5051,11.725
5052,10.265
5060,13.865
5063,13.865
5066,7.145
5067,1.065
5088,65.155
5089,1.035
5099,12.865
5101,15.34
5102,21.34
5107,1.095
5127,43.7
5130,1.12
5131,1.025
5134,29.0
5143,1.22
5145,1.295
5149,14.56
5152,39.46
5157,33.835
5166,8.14
5167,35.67
5168,1.235
5180,29.215
5181,2.075
5184,4.23
5185,1.09
5187,28.805
5206,44.79
5209,1.105
5212,8.44
5216,159.33
5223,99.85
5228,5.61
5229,1.07
5233,223.88
5234,1.02
5235,4.775
5237,1.03
5253,15.94
5272,34.215
5273,16.795
5275,4.9
5283,1.46
5284,1.02
5286,8.66
5291,1.995
5335,360.62
5336,1.035
5379,30.475
5388,8.045
5389,1.385
5391,1.015
5399,1.11
5409,52.57
5412,1.1
5414,1.035
5415,1.01
5420,1.14
5421,1.035
5424,1.855
5427,1.0
5429,1.04
5440,55.025
5444,60.845
5453,188.76
5454,1.02
5459,7.805
5462,27.105
5476,13.94
5480,5.695
5481,1.015
5509,9.365
5510,1.72
5512,1.03
5513,1.04
5514,1.005
5515,1.085
5516,3.53
5519,43.175
5523,5.955
5524,1.05
5527,43.415
5530,7.98
5532,4.52
5539,1.215
5541,5.4
5542,1.03
5547,1.29
5548,54.525
5549,1.115
5555,71.22
5556,1.655
5558,16.875
5559,1.09
5560,1.09
5563,16.765
5578,28.675
5579,7.03
5580,1.02
5597,13.315
5599,21.22
5600,1.01
5601,1.2
5638,215.4
5639,1.01
5665,78.9
5666,13.055
5667,4.36
5668,1.06
5674,62.515
5677,1.035
5710,116.12
5732,1.82
5734,1.37
5735,1.535
5736,1.02
5745,1.265
5746,1.38
5783,1.35
5799,20.665
5800,1.02
5801,1.19
5802,1.05
5807,28.175
5811,1.145
5812,1.035
5813,1.065
5824,17.105
5852,43.41
5854,4.975
5866,180.13
5867,1.205
5868,1.17
5871,5.55
5872,4.945
5873,1.03
5874,1.04
5876,5.06
5883,37.485
5885,1.005
5898,5.785
5899,2.055
5900,1.0
5904,4.465
5905,1.11
5912,2.135
5959,94.32
5964,4.905
5966,12.52
5969,9.52
5978,154.32
5979,49.695
5980,1.05
5981,1.02
5982,7.6
6000,73.895
6002,27.665
6003,1.47
6004,5.72
6017,9.415
6021,1.2
6026,78.45
6058,195.04
6059,1.05
6060,1.035
6061,1.065
6063,1.025
6064,5.57
6068,25.23
6074,1.18
6078,34.15
6082,22.01
6083,1.06
6137,14.095
6140,13.93
6142,1.025
6145,1.125
6165,101.03
6167,1.2
6170,7.75
6171,2.935
6173,11.15
6177,13.215
6229,49.54
6256,253.235
6270,30.19
6288,369.405
6291,1.07
6293,1.155
6294,8.85
6295,1.01
6331,45.305
6332,12.675
6335,1.26
6336,1.12
6345,237.395
6350,1.1
6358,101.65
6364,80.7
6365,1.065
6369,1.64
6374,43.675
6387,95.58
6388,1.075
6389,12.85
6393,9.07
6397,11.805
6410,25.51
6412,1.26
6414,22.005
6415,1.01
6417,28.79
6418,1.055
6420,1.025
6421,1.03
6440,27.355
6441,11.96
6442,1.125
6443,112.15
6445,5.625
6446,1.015
6466,25.225
6468,17.445
6506,273.585
6529,1.31
6530,1.055
6532,5.375
6539,1.145
6540,52.47
6541,9.325
6545,1.155
6548,160.295
6593,9.295
6596,1.11
6597,1.02
6598,1.065
6612,4.355
6613,5.385
6615,13.3
6616,10.35
6617,1.105
6618,1.02
6619,5.01
6637,1.265
6646,1.38
6647,1.09
6648,7.16
6655,5.055
6659,1.225
6660,1.02
6689,4.63
6695,16.27
6699,27.39
6704,1.115
6705,5.315
6706,12.495
6712,15.815
6713,19.105
6729,113.585
6730,1.0
6731,1.02
6790,124.33
6793,1.16
6795,1.365
6831,164.285
6835,36.55
6837,10.79
6838,4.59
6844,5.53
6845,1.095
6870,1.29
6871,27.065
6873,1.08
6874,1.03
6880,5.265
6881,1.03
6908,175.145
6909,1.155
6912,83.39
6914,15.285
6916,1.03
6917,1.05
6930,30.68
6932,1.035
6934,5.8
6936,1.03
6947,117.73
6949,1.005
6951,8.805
6974,37.815
6975,16.765
6976,19.935
6977,4.84
6978,1.035
6992,57.63
6995,18.57
6996,1.27
7004,4.855
7005,18.95
7009,1.15
7019,46.84
7026,112.59
7031,29.73
7033,1.17
7035,1.025
7072,91.335
7083,238.35
7087,30.07
7090,1.07
7091,1.03
7092,1.035
7103,1.305
7128,49.655
7129,1.89
7130,1.42
7140,21.69
7146,5.51
7151,29.13
7154,1.055
7205,401.66
7206,39.33
7208,71.715
7209,5.51
7212,86.33
7218,1.055
7264,363.485
7265,24.11
7276,75.415
7287,4.29
7291,29.42
7292,1.09
7325,66.55
7357,20.83
7359,1.475
7371,85.82
7385,58.08
7387,1.07
7428,51.265
7430,17.52
7432,5.355
7439,1.08
7462,1.16
7469,1.02
7472,1.03
7474,1.015
7476,1.07
7477,1.085
7480,1.205
7482,1.035
7520,53.125
7521,1.16
7522,196.89
7565,42.695
7588,76.07
7592,1.03
7593,1.05
7599,18.195
7601,1.02
7612,30.36
7614,1.135
7620,11.455
7621,1.01
7628,4.075
7629,4.65
7636,9.22
7637,1.015
7640,1.035
7657,1.105
7686,13.09
7687,1.09
7705,5.535
7706,1.085
7707,1.025
7708,1.03
7721,22.1
7756,66.515
7757,1.0
7761,5.055
7765,1.045
7783,22.59
7784,1.015
7785,1.095
7814,9.455
7816,22.635
7821,11.315
7824,1.09
7829,2.205
7830,1.43
7831,1.045
7836,20.145
7894,264.19
7896,1.865
7898,9.35
7919,6.8
7920,1.035
7922,7.895
7923,1.25
7926,1.135
7928,38.195
7933,65.15
7934,1.025
7950,14.365
7951,1.035
7955,1.145
7958,5.595
7967,23.04
7968,1.005
7969,1.035
7974,1.04
7980,1.105
7989,10.3
7991,1.06
8003,44.295
8004,32.045
8006,4.82
8053,117.125
8057,3.88
8058,1.005
8070,25.235
8071,4.28
8072,1.02
8073,1.02
8094,352.785
8098,5.62
8100,1.06
8106,38.7
8107,1.255
8108,4.83
8127,23.8
8128,1.065
8129,40.41
8139,33.3
8140,1.02
8143,42.38
8156,120.145
8160,1.07
8161,1.18
8195,40.96
8273,304.325
8274,1.025
8303,144.295
8304,1.045
8305,80.785
8310,82.335
8332,40.255
8344,66.31
8346,1.07
8349,1.43
8350,1.03
8351,1.015
8373,12.985
8374,4.075
8377,11.19
8381,127.97
8389,1.07
8396,1.07
8397,1.055
8398,109.53
8413,1.325
8425,1.3
8445,13.405
8446,1.05
8456,1.21
8458,4.475
8459,23.005
8461,5.125
8462,1.01
8464,1.25
8485,4.38
8486,1.01
8488,1.035
8497,1.145
8503,5.7
8506,1.125
8507,1.095
8508,5.205
8546,6.87
8548,1.06
8552,10.09
8553,10.035
8554,1.01
8561,25.35
8583,332.74
8586,9.855
8588,36.845
8590,1.125
8592,60.59
8615,122.145
8620,178.355
8626,39.16
8627,1.04
8682,74.735
8692,7.825
8693,1.05
8705,15.38
8709,4.62
8710,11.89
8711,35.55
8713,1.05
8714,1.13
8744,13.29
8745,4.89
8751,5.43
8775,330.36
8777,31.125
8779,5.15
8796,52.98
8797,7.12
8800,1.235
8801,1.01
8803,5.27
8804,1.19
8816,49.795
8817,1.18
8825,12.18
8833,233.295
8834,39.095
8836,1.02
8840,1.985
8842,1.195
8844,4.255
8846,9.575
8859,94.49
8912,21.77
8924,167.32
8953,30.38
8955,8.265
8958,4.46
8961,1.07
8978,97.405
8979,1.01
8980,1.27
8985,1.98
8990,1.05
8991,1.095
8995,4.815
9011,13.405
9039,112.055
9048,133.665
9049,27.18
9052,16.33
9068,43.295
9069,1.05
9070,1.03
9080,4.555
9084,1.07
9103,99.88
9123,8.23
9151,41.36
9167,1.175
9193,203.545
9199,23.22
9203,4.2
9205,1.185
9208,38.86
9212,1.155
9217,204.255
9218,1.22
9220,27.085
9226,64.64
9228,1.075
9261,3.075
9263,1.18
9266,5.725
9267,1.06
9268,8.18
9276,42.555
9281,1.06
9283,1.085
9284,1.03
9292,74.65
9296,5.98
9297,1.05
9316,32.495
9317,7.15
9320,4.66
9321,18.125
9334,17.925
9335,1.09
9336,1.025
9341,1.095
9342,1.08
9352,15.84
9355,1.09
9356,1.055
9386,170.84
9387,10.04
9389,5.325
9394,12.255
9409,26.59
9410,1.025
9411,34.1
9412,88.755
9414,1.1
9416,1.02
9418,4.025
9428,62.385
9429,1.225
9441,1.245
9442,23.935
9446,1.225
9452,13.29
9461,1.07
9481,6.545
9483,4.425
9486,22.04
9487,40.61
9488,6.295
9494,1.065
9502,1.045
9504,1.005
9506,14.875
9509,4.685
9510,1.54
9522,1.225
9540,216.855
9541,1.015
9542,1.11
9543,1.025
9547,36.67
9557,9.595
9561,1.06
9564,10.185
9565,1.065
9571,1.04
9572,1.105
9573,1.02
9574,1.31
9577,14.19
9602,113.505
9606,37.265
9612,37.295
9613,1.34
9617,11.66
9618,5.295
9643,20.85
9648,1.03
9649,18.605
9654,19.645
9667,76.24
9668,2.91
9670,12.615
9671,1.175
9674,11.81
9676,1.105
9678,1.065
9679,1.0
9696,13.275
9769,33.465
9770,1.05
9774,1.05
9780,5.8
9782,1.05
9790,36.72
9792,1.135
9793,20.27
9806,32.36
9810,1.09
9811,1.01
9814,12.66
9815,1.08
9863,103.15
9871,1.065
9884,1.15
9886,28.1
9887,1.08
9888,1.075
9896,221.6
9897,1.03
9898,1.02
9900,1.045
9901,38.53
9904,1.07
9906,1.035
9907,1.575
9912,1.28
9929,17.265
9940,4.73
9941,1.195
9942,14.51
9978,33.965
9979,1.175
9980,29.635
9987,206.535
9990,40.16
9992,1.28
9997,1.06
9999,61.27
10000,5.57
10009,40.415
10016,1.11
10017,1.14
10021,1.045
10054,77.61
10055,4.805
10056,1.135
10057,4.885
10058,8.275
10065,135.9
10080,1.42
10110,1.3
10114,1.24
10116,1.055
10117,1.015
10120,1.03
10154,93.595
10155,1.015
10156,1.145
10158,1.465
10160,1.06
10161,1.04
10163,1.955
10168,14.015
10172,47.465
10174,1.025
10184,135.89
10191,25.895
10194,1.77
10195,1.11
10199,1.54
10200,5.37
10201,18.035
10243,26.705
10244,1.09
10258,18.795
10273,25.65
10341,263.9
10347,27.38
10348,13.82
10373,128.58
10379,1.09
10384,205.795
10397,11.295
10398,8.655
10399,4.25
10426,291.16
10428,1.09
10429,37.78
10431,1.04
10479,139.725
10490,1.125
10503,185.365
10564,116.83
10565,5.255
10639,157.905
10640,2.23
10641,1.075
10643,4.16
10649,71.51
10662,71.795
10678,1.32
10679,1.245
10713,12.005
10715,1.01
10717,1.05
10718,1.045
10719,5.405
10720,8.475
10726,5.125
10729,1.065
10732,37.46
10748,59.245
10749,1.035
10767,24.29
10771,8.64
10785,13.395
10793,111.705
10804,13.72
10805,1.075
10807,1.05
10834,1.795
10864,89.09
10873,6.65
10899,67.975
10900,1.355
10905,21.775
10914,161.195
10915,1.185
10926,12.145
10934,10.76
10976,452.145
10985,40.775
11006,81.98
11007,1.215
11008,1.15
11020,1.07
11022,7.665
11025,4.44
11038,5.725
11039,1.025
11040,32.495
11041,4.725
11050,34.115
11080,33.66
11082,1.085
11083,4.585
11084,96.0
11085,1.455
11091,6.63
11092,1.035
11095,1.32
11104,49.595
11107,116.115
11109,1.23
11117,10.5
11119,116.37
11152,69.24
11153,1.015
11154,1.04
11155,1.1
11156,1.025
11159,7.13
11165,25.245
11171,11.215
11175,8.975
11176,8.335
11186,28.025
11191,1.13
11194,29.395
11197,1.07
11198,1.37
11199,1.055
11200,1.325
11205,400.735
11257,149.465
11258,8.205
11270,32.165
11273,1.365
11274,1.095
11275,1.105
11298,11.945
11318,248.77
11335,11.5
11337,5.7
11378,133.27
11381,3.23
11383,9.54
11401,1.4
11404,23.855
11407,1.03
11412,29.525
11416,58.05
11417,1.13
11420,1.59
11423,1.01
11430,10.155
11443,181.075
11444,1.05
11448,2.86
11472,77.97
11476,1.5
11477,13.48
11478,1.04
11479,1.61
11480,1.02
11513,214.36
11519,1.17
11529,63.57
11530,1.025
11531,1.01
11536,4.935
11538,1.145
11546,5.295
11551,1.58
11552,1.015
11553,1.095
11560,38.855
11569,35.21
11572,1.04
11580,11.14
11581,1.055
11588,1.08
11589,1.01
11590,5.23
11633,197.995
11635,36.38
11637,23.745
11664,36.725
11665,3.795
11667,1.05
11675,32.725
11685,22.785
11700,1.445
11701,1.03
11705,19.705
11707,19.275
11719,17.165
11723,1.04
11725,4.615
11727,28.625
11728,7.39
11729,2.505
11753,1.225
11754,8.905
11776,99.14
11799,390.04
11851,84.62
11856,12.28
11857,1.11
11866,26.24
11867,1.06
11870,1.09
11874,242.475
11875,1.115
11913,38.245
11914,1.035
11916,3.365
11917,1.035
11918,1.095
11922,1.15
11925,1.475
11945,3.8
11963,44.685
11973,54.58
11976,11.93
11978,31.305
12008,23.815
12011,19.75
12012,7.045
12033,21.695
12039,26.56
12041,13.97
12042,2.185
12048,5.6
12050,16.63
12055,29.44
12058,5.78
12059,1.035
12068,21.905
12069,12.105
12073,1.03
12076,4.085
12077,1.01
12078,1.13
12079,5.435
12080,1.16
12081,1.05
12085,1.065
12086,1.03
12089,1.08
12147,76.19
12148,1.07
12150,1.04
12151,1.025
12152,4.345
12164,41.32
12165,1.015
12166,31.68
12167,1.055
12172,1.375
12185,6.075
12186,1.22
12187,1.565
12203,98.065
12204,21.075
12205,1.005
12218,19.59
12224,17.595
12225,5.48
12237,26.235
12249,32.19
12265,109.715
12267,1.135
12286,4.97
12290,7.635
12293,1.01
12328,20.4
12336,68.38
12337,1.0
12338,5.755
12339,1.03
12350,45.365
12351,1.04
12376,23.625
12405,22.425
12407,11.945
12409,1.025
12410,1.29
12418,15.875
12423,1.085
12446,2.4
12448,1.14
12449,55.035
12450,4.34
12462,4.62
12463,1.22
12465,1.035
12466,1.195
12471,3.995
12472,1.015
12494,45.04
12496,1.13
12497,1.03
12501,28.695
12504,1.025
12505,1.03
12509,16.735
12513,5.04
12539,1.525
12540,1.04
12544,5.16
12545,1.045
12547,5.12
12548,118.87
12549,1.07
12600,60.43
12606,25.06
12610,30.115
12613,19.825
12614,1.105
12615,1.08
12620,1.3
12621,2.0
12622,19.03
12623,29.495
12630,4.15
12631,1.045
12633,1.535
12644,69.735
12645,1.21
12646,5.29
12656,56.33
12658,1.38
12667,8.1
12680,73.855
12681,11.37
12683,7.07
12689,1.03
12690,6.015
12704,1.08
12705,1.03
12719,8.79
12720,21.295
12732,4.805
12737,3.925
12756,65.535
12757,1.08
12758,5.02
12763,29.215
12795,109.645
12826,71.945
12832,58.775
12833,14.005
12835,1.02
12837,7.985
12838,1.59
12860,18.405
12861,1.025
12862,1.28
12865,1.03
12890,1.28
12904,1.215
12909,45.295
12914,37.245
12924,8.255
12925,9.77
12927,59.285
12928,3.005
12929,8.265
12930,1.015
12997,318.56
12998,4.3
13012,132.545
13013,1.02
13014,1.055
13022,13.25
13023,1.02
13024,1.02
13025,5.02
13031,19.105
13032,1.055
13034,1.06
13039,19.295
13045,1.02
13046,6.275
13047,1.08
13068,219.2
13069,9.78
13070,5.08
13074,20.12
13076,1.025
13078,77.085
13079,5.56
13080,6.7
13084,1.08
13086,5.315
13109,233.015
13112,1.51
13114,6.995
13117,63.565
13121,82.83
13142,35.855
13143,1.18
13144,1.04
13145,1.06
13146,1.015
13152,9.445
13161,79.28
13169,18.92
13175,44.705
13179,10.24
13181,21.59
13219,76.745
13246,97.255
13248,1.03
13249,1.055
13254,1.205
13257,1.07
13259,4.895
13262,3.925
13353,21.06
13393,1.49
13395,1.19
13396,1.025
13404,11.6
13440,94.14
13441,15.51
13453,57.0
13557,370.245
13569,117.405
13572,16.23
13575,4.955
13577,1.135
13581,30.94
13582,1.025
13583,1.03
13584,1.04
13590,9.365
13596,69.32
13598,13.91
13622,41.035
13623,21.13
13624,24.185
13625,1.33
13627,1.075
13630,1.13
13640,1.06
13641,1.015
13646,4.435
13647,1.105
13648,5.465
13649,1.04
13652,30.485
13655,29.57
13657,1.05
13693,12.61
13698,39.735
13699,1.015
13707,12.25
13709,1.08
13739,398.34
13741,1.035
13742,1.075
13743,1.07
13745,5.63
13748,1.175
13758,253.565
13759,95.1
13773,61.535
13805,24.76
13806,1.035
13821,28.04
13822,5.34
13870,211.7
13871,8.33
13876,258.03
13878,9.645
13881,1.05
13889,227.43
13890,1.03
13894,12.03
13944,153.99
13945,1.02
13946,21.65
13950,5.515
13962,76.23
13975,102.61
13976,4.15
13977,1.055
13978,1.145
14004,16.97
14006,156.34
14009,4.285
14063,380.035
14084,1.125
14085,1.02
14093,11.32
14095,1.35
14101,34.59
14104,16.935
